Request ID,User Define Status,Techinical Status,Target Status,DTP,Created On ,Created Date,Last Changed By ,Start Time ,Finish Time ,Last Execution Time,Lines Read,Lines Transferred,Source,Source Type,Target,Target Type,PROCESSMODE,Request ID
732,8,8,2,DTP_003N7L7ESY9HNYRH11ZUQUMMM,"2,02,50,30,51,20,628",20250305,BEST,"2,02,50,30,51,21,314.60","2,02,50,30,51,21,316.80",20250305,20,20,ZDS_EDSO                      NEW FLAT,DTASRC,ZDSO_ET,ODSO,E,DTPR_0T9EWORAKT4CMUN5Q2RY9VFJH
735,8,8,2,DTP_003N7L7ESY9HNYRH11ZUQUMMM,"2,02,50,30,51,21,810",20250305,BEST,"2,02,50,30,51,21,810.60","2,02,50,30,51,21,814.30",20250305,20,20,ZDS_EDSO                      NEW FLAT,DTASRC,ZDSO_ET,ODSO,E,DTPR_F3KQKCT0QVYHRX5XOA4II66P9
737,2,2,2,DTP_003N7L7ESY9JE97NGCQ2M8ALI,"2,02,50,30,51,23,649",20250305,BEST,"2,02,50,30,51,23,649.00","2,02,50,30,51,23,654.10",20250305,"4,999","4,999",ZR_MCAN                       NEW FLAT,DTASRC,ZM_CSALES,CUBE,8,DTPR_3SIB2BN4JV5E5E2VL7JBECY25
738,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,51,55,642",20250305,BEST,"2,02,50,30,51,55,641.70","2,02,50,30,51,55,650.90",20250305,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_2A2HLNL6TVIFLK5W82X8Q460D
739,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,51,55,642",20250305,BEST,"2,02,50,30,51,55,911.70","2,02,50,30,51,55,920.10",20250305,"62,909","62,909",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_3KYGUYQ909T6RC68WKIR98BJH
742,4,4,4,DTP_18QV6XXFT0VN2XAX5MPTHHSK0,"2,02,50,10,81,85,545",20250108,BEST,"2,02,50,30,51,73,636.30",0,20250305,0,0,0TCT_DS25                     BW75S4H001,DTASRC,0TCT_C25,CUBE,,DTPR_6BM2FZHL9Q3JVNYI8ISLU20KT
749,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,30,51,93,048.50","2,02,50,30,51,93,052.50",20250305,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_C6LZ3VMD2IFY3O03APZF82PGT
751,4,4,2,DTP_003N7L7ESY9JE98T3AK0B7RLP,"2,02,50,30,60,24,851",20250306,BEST,"2,02,50,30,60,24,851.70","2,02,50,30,60,24,859.80",20250306,4,4,ZVDS_AV                       ZFF_AV,DTASRC,ZSICV_AV,CUBE,3,DTPR_EUH5HJZXAU18FSKEPRQ982KQ5
752,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,51,55,642",20250305,BEST,"2,02,50,30,61,00,029.70","2,02,50,30,61,00,037.30",20250306,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_83RXVCJRFXGWO5317NZ5BW8DP
753,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,61,00,418",20250306,BEST,"2,02,50,30,61,00,418.30","2,02,50,30,61,00,430.10",20250306,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_5JXIJT4OCY9WDZRPP4196ZOML
754,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,61,00,418",20250306,BEST,"2,02,50,30,61,00,716.70","2,02,50,30,61,00,725.80",20250306,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_95KMUAE66ZEMYRLCWUDEPQOVH
755,4,4,2,DTP_003N7L7ESY9HNYRU1QEXLLKI3,"2,02,50,30,61,00,418",20250306,BEST,"2,02,50,30,61,01,241.40","2,02,50,30,61,01,254.50",20250306,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_EPWWRIPZ4V1OGWQ4WR0LW55YL
756,4,4,2,DTP_003N7L7ESY9JE99G6X68G49M1,"2,02,50,30,61,04,618",20250306,BEST,"2,02,50,30,61,04,618.90","2,02,50,30,61,04,624.80",20250306,"2,517","2,517",ZG_TESTCP,HCPR,ZG_GERCB,CUBE,1,DTPR_CHT2U5WE6YYWJ5KDKV0SY6XKD
757,4,4,2,DTP_003N7L7ESY9JE99GX5IZNZ8PG,"2,02,50,30,61,10,122",20250306,BEST,"2,02,50,30,61,10,122.20","2,02,50,30,61,10,132.00",20250306,"62,884","62,884",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_5JR7YUAQCK97XN1FZ0JLTS9RH
758,4,4,2,DTP_003N7L7ESY9JE99HDF4EWVM5X,"2,02,50,30,61,11,052",20250306,BEST,"2,02,50,30,61,11,052.20","2,02,50,30,61,11,059.60",20250306,99,78,ZR_INFO                       NEW FLAT,DTASRC,ZD_INDSO,CUBE,8,DTPR_CWC2REZCJT5OVRUBEZ1QUVUCT
759,4,4,3,DTP_003N7L7ESY9JE99GX5IZNZ8PG,"2,02,50,30,61,13,024",20250306,BEST,"2,02,50,30,61,13,024.70","2,02,50,30,61,13,033.90",20250306,0,0,ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_9KP7MAE38A0TBUVZJ8EQNPAP9
760,4,4,3,DTP_003N7L7ESY9JE99GX5IZNZ8PG,"2,02,50,30,61,13,024",20250306,BEST,"2,02,50,30,61,13,533.80","2,02,50,30,61,13,540.60",20250306,0,0,ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_1J0Q22JAORAA8UTWBRH7GX7QL
761,4,4,3,DTP_003N7L7ESY9JE99IRLBKCMWK4,"2,02,50,30,61,13,917",20250306,BEST,"2,02,50,30,61,13,917.40","2,02,50,30,61,13,926.10",20250306,0,0,ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_AY3PCKSQOW43070J2FHL3B14D
762,4,4,3,DTP_003N7L7ESY9JE99IRLBKCMWK4,"2,02,50,30,61,13,917",20250306,BEST,"2,02,50,30,61,14,137.30","2,02,50,30,61,14,150.50",20250306,0,0,ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_75LX6M59ANZMRDW1BT3QXH2ST
763,4,4,3,DTP_003N7L7ESY9JE99IRLBKCMWK4,"2,02,50,30,61,13,917",20250306,BEST,"2,02,50,30,61,14,921.40","2,02,50,30,61,14,940.90",20250306,0,0,ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_0XTYF5MF2GW7HMH9JDHK9H5YL
764,4,4,2,DTP_003N7L7ESY9JE99JEYW2KEQNX,"2,02,50,30,61,15,242",20250306,BEST,"2,02,50,30,61,15,242.60","2,02,50,30,61,15,255.00",20250306,"62,909","62,909",ZG_GER,HCPR,ZG_GERCB,CUBE,1,DTPR_EKKSLREK1TKCDBIVT4XS0FGJ1
765,4,4,2,DTP_003N7L7ESY9JE99W2XDC1ILK4,"2,02,50,30,61,61,818",20250306,BEST,"2,02,50,30,61,61,818.80","2,02,50,30,61,61,825.30",20250306,78,78,ZD_DSO,ADSO,ZD_INDSO,CUBE,1,DTPR__20250306161819000001000
766,2,2,2,DTP_003N7L7ESY9JE86LYA89LFY3A,"2,02,50,22,51,34,628",20250225,BEST,"2,02,50,30,61,62,926.50","2,02,50,30,61,62,928.10",20250306,10,0,ZDS_EMP                       NEW FLAT,DTASRC,ZIO_EID,IOBJA,7,DTPR_7KXOWV9LQXK81PMBKCNOD8GA5
767,4,4,4,DTP_003N7L7ESY9JE99XC62DSLI4L,"2,02,50,30,61,64,104",20250306,BEST,"2,02,50,30,61,64,104.30",0,20250306,0,0,ZD_DSO,ADSO,ZS_INFODS,CUBE,,DTPR__20250306164104000008000
768,4,4,4,DTP_003N7L7ESY9JE99XC62DSLI4L,"2,02,50,30,61,64,104",20250306,BEST,"2,02,50,30,61,64,111.50",0,20250306,0,0,ZD_DSO,ADSO,ZS_INFODS,CUBE,,DTPR__20250306164111000004000
769,4,4,4,DTP_003N7L7ESY9JE99XC62DSLI4L,"2,02,50,30,61,64,104",20250306,BEST,"2,02,50,30,61,64,123.70",0,20250306,0,0,ZD_DSO,ADSO,ZS_INFODS,CUBE,,DTPR__20250306164123000004000
770,4,4,4,DTP_003N7L7ESY9JE99XC62DSLI4L,"2,02,50,30,61,64,104",20250306,BEST,"2,02,50,30,61,64,130.80",0,20250306,0,0,ZD_DSO,ADSO,ZS_INFODS,CUBE,,DTPR__20250306164131000001000
771,4,4,4,DTP_003N7L7ESY9JE99XC62DSLI4L,"2,02,50,30,61,64,209",20250306,BEST,"2,02,50,30,61,64,209.80",0,20250306,0,0,ZD_DSO,ADSO,ZS_INFODS,CUBE,,DTPR__20250306164210000001000
772,4,4,4,DTP_003N7L7ESY9JE99XC62DSLI4L,"2,02,50,30,61,64,209",20250306,BEST,"2,02,50,30,61,64,214.20",0,20250306,0,0,ZD_DSO,ADSO,ZS_INFODS,CUBE,,DTPR__20250306164214000004000
773,4,4,4,DTP_003N7L7ESY9JE99XC62DSLI4L,"2,02,50,30,61,64,209",20250306,BEST,"2,02,50,30,61,64,222.60",0,20250306,0,0,ZD_DSO,ADSO,ZS_INFODS,CUBE,,DTPR__20250306164222000004000
774,4,4,4,DTP_003N7L7ESY9JE99XC62DSLI4L,"2,02,50,30,61,64,209",20250306,BEST,"2,02,50,30,61,64,226.60",0,20250306,0,0,ZD_DSO,ADSO,ZS_INFODS,CUBE,,DTPR__20250306164226000004000
775,4,4,4,DTP_003N7L7ESY9JE99XC62DSLI4L,"2,02,50,30,61,64,209",20250306,BEST,"2,02,50,30,61,64,229.30",0,20250306,0,0,ZD_DSO,ADSO,ZS_INFODS,CUBE,,DTPR__20250306164229000004000
776,4,4,4,DTP_003N7L7ESY9JE99XC62DSLI4L,"2,02,50,30,61,64,209",20250306,BEST,"2,02,50,30,61,64,238.50",0,20250306,0,0,ZD_DSO,ADSO,ZS_INFODS,CUBE,,DTPR__20250306164238000014000
777,2,2,2,DTP_003N7L7ESY9JE99YQ1HSUH1ER,"2,02,50,30,61,70,859",20250306,BEST,"2,02,50,30,61,70,859.80","2,02,50,30,61,70,904.20",20250306,"2,517","2,517",ZN_PRDCUT                     NEW FLAT,DTASRC,ZN_CPRDKY,IOBJA,8,DTPR_8CD8S3E3CHZJQZMQG1FEWVX4D
779,4,4,2,DTP_003N7L7ESY9HNYVSRZ67SK271,"2,02,50,30,61,80,111",20250306,BEST,"2,02,50,30,61,80,111.00","2,02,50,30,61,80,112.90",20250306,20,20,ZDS_DELTA_ET                  NEW FLAT,DTASRC,ZDSO_DEL,ODSO,E,DTPR_1ZYMZ6E22GQXG1DKOO9X20299
781,4,4,2,DTP_003N7L7ESY9HNYVSZB0N9OWMM,"2,02,50,30,61,80,515",20250306,BEST,"2,02,50,30,61,80,515.40","2,02,50,30,61,80,524.30",20250306,13,13,ZDSO_DEL,ODSO,ZIC_DEL,CUBE,1,DTPR_BEFQMI8ZR4BYN7NYK4CER7GBX
783,4,4,4,DTP_003N7L7ESY9HNYVSRZ67SK271,"2,02,50,30,61,81,403",20250306,BEST,"2,02,50,30,61,81,403.50","2,02,50,30,61,82,048.30",20250306,20,20,ZDS_DELTA_ET                  NEW FLAT,DTASRC,ZDSO_DEL,ODSO,E,DTPR_4SBO3M4W5JZ4A04LI5QPKBZOT
785,4,4,4,DTP_003N7L7ESY9HNYVSRZ67SK271,"2,02,50,30,61,81,403",20250306,BEST,"2,02,50,30,61,82,146.20","2,02,50,30,61,82,451.20",20250306,20,20,ZDS_DELTA_ET                  NEW FLAT,DTASRC,ZDSO_DEL,ODSO,E,DTPR_271E672O2SAO9IW4X02UFZFQL
787,4,4,4,DTP_003N7L7ESY9HNYVSRZ67SK271,"2,02,50,30,61,81,403",20250306,BEST,"2,02,50,30,61,82,412.60","2,02,50,30,61,83,433.30",20250306,20,20,ZDS_DELTA_ET                  NEW FLAT,DTASRC,ZDSO_DEL,ODSO,E,DTPR_E2XPCS03IHAETYQQWK1VT3ZVX
789,4,4,4,DTP_003N7L7ESY9HNYVSRZ67SK271,"2,02,50,30,61,81,403",20250306,BEST,"2,02,50,30,61,83,549.40","2,02,50,30,61,83,808.20",20250306,20,20,ZDS_DELTA_ET                  NEW FLAT,DTASRC,ZDSO_DEL,ODSO,E,DTPR_F4OASQCXQ0ZW5LWA21CMDRQ0D
796,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,30,61,93,050.40","2,02,50,30,61,93,054.60",20250306,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_DRWAMM3P7X0M9QKZMF1IRJ7U5
797,2,2,2,DTP_003N7L7ESY9JE97HR5CSHWUMX,"2,02,50,30,71,04,518",20250307,BEST,"2,02,50,30,71,04,517.90","2,02,50,30,71,04,532.80",20250307,"62,909","62,909",ZG_TEST,HCPR,ZG_GERCB1,CUBE,1,DTPR_8TD986Q6NU2NFGPBMZJ3PSORX
798,4,4,2,DTP_003N7L7ESY9HNYX60V36QRALG,"2,02,50,30,71,05,829",20250307,BEST,"2,02,50,30,71,05,829.50","2,02,50,30,71,05,837.40",20250307,"49,139","49,139",ZG_TEST,HCPR,TESTCB,CUBE,1,DTPR_965WWLV8P07O3RIVGNM0JP6R1
805,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,30,71,93,049.80","2,02,50,30,71,93,053.90",20250307,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_673X8XTW5K7RVTIYUUGBWHBOT
806,4,4,2,DTP_003N7L7ESY9JE98T3AK0B7RLP,"2,02,50,30,72,34,137",20250307,BEST,"2,02,50,30,72,34,137.50","2,02,50,30,72,34,143.30",20250307,0,0,ZVDS_AV                       ZFF_AV,DTASRC,ZSICV_AV,CUBE,3,DTPR_DBKULEBSFTF6LIHC9K9I1O9YL
807,2,2,2,DTP_003N7L7ESY9JE98T3AK0B7RLP,"2,02,50,30,72,34,137",20250307,BEST,"2,02,50,30,72,34,512.00","2,02,50,30,72,34,515.30",20250307,4,4,ZVDS_AV                       ZFF_AV,DTASRC,ZSICV_AV,CUBE,3,DTPR_2LTOKORTYM0SEP7WB2RJD3GX9
814,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,30,81,93,053.00","2,02,50,30,81,93,057.60",20250308,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_698NE9TAM7BFNGW1P7NLCDSH9
816,4,4,4,DTP_003N7L7ESY9HNZBHMABIBX6S2,"2,02,50,30,91,82,151",20250309,BEST,"2,02,50,30,91,82,151.60","2,02,50,30,91,82,459.30",20250309,0,0,ZDS_HR_WODSO                  NEW FLAT,DTASRC,ZWDSO_M,ODSO,E,DTPR_BJZNBD9TV3PIAEVE7ZRTY52EL
818,4,4,4,DTP_003N7L7ESY9HNZBHMABIBX6S2,"2,02,50,30,91,82,151",20250309,BEST,"2,02,50,30,91,82,433.50","2,02,50,30,91,82,437.80",20250309,56,56,ZDS_HR_WODSO                  NEW FLAT,DTASRC,ZWDSO_M,ODSO,E,DTPR_0JKUJZWWIZLRDQP577Q91Y1KD
820,8,8,2,DTP_003N7L7ESY9HNZBHZVFPK5LF8,"2,02,50,30,91,82,942",20250309,BEST,"2,02,50,30,91,82,942.20","2,02,50,30,91,82,944.30",20250309,0,0,ZDS_HR_WODSO                  NEW FLAT,DTASRC,ZWDSO_M,ODSO,E,DTPR_5M4N0K89LV24MIH4MMU4KDBVX
828,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,30,91,93,053.90","2,02,50,30,91,93,058.30",20250309,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_75HFOCFVOL8X55F3EM10QFKVH
830,2,2,2,DTP_003N7L7ESY9HNZCKH5PTY5UL8,"2,02,50,31,00,74,520",20250310,BEST,"2,02,50,31,00,74,520.70","2,02,50,31,00,74,523.60",20250310,10,10,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID,IOBJA,7,DTPR_29HIVHF5TQ89YPMSV1J65HO4T
831,4,4,4,DTP_003N7L7ESY9HNZCO3Z570BSJ1,"2,02,50,31,00,85,951",20250310,BEST,"2,02,50,31,00,85,951.60","2,02,50,31,01,21,336.40",20250310,10,10,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID1,IOBJA,7,DTPR_7HDPQI7G706ILTDOZ69NZ333H
833,2,2,2,DTP_003N7L7ESY9HNZCOMP0ILMRF5,"2,02,50,31,00,91,037",20250310,BEST,"2,02,50,31,00,91,037.20","2,02,50,31,00,91,040.00",20250310,10,10,ZMSH_DCU                      NEW FLAT,DTASRC,ZCUSTID,IOBJA,7,DTPR_3OIQTR39A5HSYHEPYEOA2R625
836,4,4,4,DTP_003N7L7ESY9HNZCQ98ODI7FSZ,"2,02,50,31,00,94,430",20250310,BEST,"2,02,50,31,00,94,430.30","2,02,50,31,01,21,132.10",20250310,0,0,ZSALESAD,ADSO,ZMSH_SAL,CUBE,1,DTPR__20250310094430000008000
838,4,4,4,DTP_003N7L7ESY9HNZCQ98ODI7FSZ,"2,02,50,31,00,95,352",20250310,BEST,"2,02,50,31,00,95,352.20","2,02,50,31,11,13,930.10",20250310,40,40,ZSALESAD,ADSO,ZMSH_SAL,CUBE,1,DTPR__20250310095352000009000
840,8,8,2,DTP_003N7L7ESY9HNZCSAVFLKMSM4,"2,02,50,31,01,02,633",20250310,BEST,"2,02,50,31,01,02,633.20","2,02,50,31,01,02,637.70",20250310,20,20,ZDS_DELTA                     NEW FLAT,DTASRC,ZDSO_EDL,ODSO,E,DTPR_9GQJR02AZLGOA3V9DWD3B1WFH
843,8,8,2,DTP_003N7L7ESY9HNZCSAVFLKMSM4,"2,02,50,31,01,02,633",20250310,BEST,"2,02,50,31,01,03,412.40","2,02,50,31,01,03,416.60",20250310,40,40,ZDS_DELTA                     NEW FLAT,DTASRC,ZDSO_EDL,ODSO,E,DTPR_EN9WG4URZ2INSV5T9KVRO6KJ1
845,2,2,2,DTP_003N7L7ESY9HNZCVSZUZ3JV65,"2,02,50,31,01,13,906",20250310,BEST,"2,02,50,31,01,13,906.40","2,02,50,31,01,13,911.30",20250310,78,78,ZD_DSO,ADSO,ZI_INDCUB,CUBE,1,DTPR__20250310113906000008000
846,8,8,2,DTP_003N7L7ESY9HNZCW0ZTRD4SRH,"2,02,50,31,01,14,328",20250310,BEST,"2,02,50,31,01,14,328.40","2,02,50,31,01,14,334.10",20250310,10,10,ZCUSTADS,ADSO,ZMSH_DSO,ODSO,E,DTPR__20250310114329000001000
848,4,4,4,DTP_003N7L7ESY9HNZCO3Z570BSJ1,"2,02,50,31,00,85,951",20250310,BEST,"2,02,50,31,01,21,350.80","2,02,50,31,11,05,023.50",20250310,10,0,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID1,IOBJA,7,DTPR_195KBZFWN9IAOZE2BU9D3F2I5
849,4,4,4,DTP_003N7L7ESY9HNZCQ98ODI7FSZ,"2,02,50,31,00,95,352",20250310,BEST,"2,02,50,31,01,30,430.60","2,02,50,31,11,14,333.10",20250310,40,40,ZSALESAD,ADSO,ZMSH_SAL,CUBE,1,DTPR__20250310130430000004000
858,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,31,01,93,055.70","2,02,50,31,01,93,100.20",20250310,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_7OEZBJ00Y06IJEG2G65GW15D9
860,4,4,2,DTP_003N7L7ESY9JE9SX2GCM2A9G4,"2,02,50,31,10,95,751",20250311,BEST,"2,02,50,31,10,95,751.10","2,02,50,31,10,95,757.90",20250311,20,13,ZDS_COMP                      NEW FLAT,DTASRC,ZDS_CCUBE,CUBE,3,DTPR_84GU01AHLS1ARBVMEE9BI0T4D
861,4,4,2,DTP_003N7L7ESY9JE9SX2GCM2A9G4,"2,02,50,31,10,95,751",20250311,BEST,"2,02,50,31,10,95,854.70","2,02,50,31,10,95,857.60",20250311,20,13,ZDS_COMP                      NEW FLAT,DTASRC,ZDS_CCUBE,CUBE,3,DTPR_BM7OQMZIJAQV8GMQY93773RL9
862,4,4,4,DTP_003N7L7ESY9HNZCO3Z570BSJ1,"2,02,50,31,11,04,907",20250311,BEST,"2,02,50,31,11,04,907.60","2,02,50,31,11,05,022.60",20250311,10,0,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID1,IOBJA,7,DTPR_6UUE6EHXVBBZZQQ04W0Y1YJQL
864,4,4,4,DTP_003N7L7ESY9HNZCO3Z570BSJ1,"2,02,50,31,11,05,115",20250311,BEST,"2,02,50,31,11,05,115.70","2,02,50,31,11,24,621.60",20250311,10,0,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID1,IOBJA,7,DTPR_7KPLLC6OXVC3RAB42W1JNWQJX
865,4,4,4,DTP_003N7L7ESY9JE9T0CYZJ2263F,"2,02,50,31,11,10,545",20250311,BEST,"2,02,50,31,11,10,545.30","2,02,50,31,11,24,646.40",20250311,0,0,DTP_003N7L7ESY9HNZCO3Z570BSJ1,DTP,ZMATID1,IOBJA,1,DTPR_E7EY6JT6KMB7UIPZWNG604SJ1
866,4,4,4,DTP_003N7L7ESY9HNZCO3Z570BSJ1,"2,02,50,31,11,10,655",20250311,BEST,"2,02,50,31,11,10,655.30","2,02,50,31,11,24,646.00",20250311,10,0,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID1,IOBJA,1,DTPR_AIAJTJYL0D0L2LL22EXF4LILP
867,4,4,4,DTP_003N7L7ESY9JE9T0CYZJ2263F,"2,02,50,31,11,10,749",20250311,BEST,"2,02,50,31,11,10,749.90","2,02,50,31,11,24,645.60",20250311,0,0,DTP_003N7L7ESY9HNZCO3Z570BSJ1,DTP,ZMATID1,IOBJA,1,DTPR_274OUW4TSHJGHOK69DB8TGFVX
868,4,4,4,DTP_003N7L7ESY9JE9T0CYZJ2263F,"2,02,50,31,11,10,910",20250311,BEST,"2,02,50,31,11,10,910.80","2,02,50,31,11,24,645.20",20250311,0,0,DTP_003N7L7ESY9HNZCO3Z570BSJ1,DTP,ZMATID1,IOBJA,1,DTPR_0EJITM4Q5L9W5AKZHTKO0O299
869,4,4,4,DTP_003N7L7ESY9JE9T0CYZJ2263F,"2,02,50,31,11,10,943",20250311,BEST,"2,02,50,31,11,10,943.10","2,02,50,31,11,24,644.70",20250311,0,0,DTP_003N7L7ESY9HNZCO3Z570BSJ1,DTP,ZMATID1,IOBJA,1,DTPR_BT6J2V3N6RBC8DLEQWIXNPO4T
870,4,4,4,DTP_003N7L7ESY9JE9T0CYZJ2263F,"2,02,50,31,11,10,943",20250311,BEST,"2,02,50,31,11,10,954.00","2,02,50,31,11,24,643.80",20250311,0,0,DTP_003N7L7ESY9HNZCO3Z570BSJ1,DTP,ZMATID1,IOBJA,1,DTPR_CN0P5IJYE3OQ8S59Q4G9G8ODP
871,4,4,4,DTP_003N7L7ESY9JE9T0CYZJ2263F,"2,02,50,31,11,11,034",20250311,BEST,"2,02,50,31,11,11,034.20","2,02,50,31,11,24,642.90",20250311,0,0,DTP_003N7L7ESY9HNZCO3Z570BSJ1,DTP,ZMATID1,IOBJA,1,DTPR_EEYHLHDRJJWUJXM43VPYPXZ71
872,4,4,4,DTP_003N7L7ESY9HNZCO3Z570BSJ1,"2,02,50,31,11,10,655",20250311,BEST,"2,02,50,31,11,11,231.80","2,02,50,31,11,24,404.90",20250311,10,0,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID1,IOBJA,1,DTPR_EAD29GM0XZDA2V9OU3S944J1P
874,4,4,2,DTP_003N7L7ESY9JE9SX2GCM2A9G4,"2,02,50,31,10,95,751",20250311,BEST,"2,02,50,31,11,12,815.10","2,02,50,31,11,12,817.90",20250311,20,13,ZDS_COMP                      NEW FLAT,DTASRC,ZDS_CCUBE,CUBE,3,DTPR_478HXTSCJZSVDRNAI2GHFFPF1
875,4,4,2,DTP_003N7L7ESY9JE9SX2GCM2A9G4,"2,02,50,31,10,95,751",20250311,BEST,"2,02,50,31,11,12,849.50","2,02,50,31,11,12,852.80",20250311,20,13,ZDS_COMP                      NEW FLAT,DTASRC,ZDS_CCUBE,CUBE,3,DTPR_6X9WR3ZNNJVPZO14AD2K6BAST
876,4,4,4,DTP_003N7L7ESY9JE9T28HJ66YKG9,"2,02,50,31,11,14,440",20250311,BEST,"2,02,50,31,11,14,440.30","2,02,50,31,21,05,621.10",20250311,40,40,ZSALESAD,ADSO,ZMSH_SAL,CUBE,1,DTPR__20250311114440000008000
877,2,2,2,DTP_003N7L7ESY9HNZCO3Z570BSJ1,"2,02,50,31,11,10,655",20250311,BEST,"2,02,50,31,11,24,759.70","2,02,50,31,11,24,802.40",20250311,10,10,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID1,IOBJA,1,DTPR_00R7Q3IXKILMPK93R987811F1
878,4,4,4,DTP_003N7L7ESY9HNZCO3Z570BSJ1,"2,02,50,31,11,30,420",20250311,BEST,"2,02,50,31,11,30,420.00","2,02,50,31,11,30,430.80",20250311,10,0,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID1,IOBJA,1,DTPR_CKBW3KH89QCBW0XHJ8LLAQMB1
879,4,4,4,DTP_003N7L7ESY9HNZCO3Z570BSJ1,"2,02,50,31,11,30,420",20250311,BEST,"2,02,50,31,11,30,653.90","2,02,50,31,11,30,702.10",20250311,10,0,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID1,IOBJA,1,DTPR_4HXBU73AMFA7CPGTR8B6QWH9P
880,2,2,2,DTP_003N7L7ESY9HNZCO3Z570BSJ1,"2,02,50,31,11,30,420",20250311,BEST,"2,02,50,31,11,31,242.40","2,02,50,31,11,31,247.60",20250311,10,10,ZMSH_DSRC                     NEW FLAT,DTASRC,ZMATID1,IOBJA,1,DTPR_BX57HVO9A8IFL2VYIMQEJ1COD
887,2,2,2,DTP_18QV6XXFT0VN2XAX5HFBAFF0W,"2,02,50,10,71,93,105",20250107,BEST,"2,02,50,31,11,93,055.90","2,02,50,31,11,93,100.00",20250311,2,2,0TCT_DS05                     BW75S4H001,DTASRC,0TCT_C05,CUBE,1,DTPR_4W9FXRKAZKDZSE5IWXZO96D7X
889,4,4,2,DTP_003N7L7ESY9JE9SX2GCM2A9G4,"2,02,50,31,20,94,412",20250312,BEST,"2,02,50,31,20,94,412.00","2,02,50,31,20,94,420.30",20250312,20,20,ZDS_COMP                      NEW FLAT,DTASRC,ZDS_CCUBE,CUBE,3,DTPR_E45RZACMA345CKG6SMOFGAAUL
890,4,4,2,DTP_003N7L7ESY9JE9SX2GCM2A9G4,"2,02,50,31,20,94,412",20250312,BEST,"2,02,50,31,20,94,526.30","2,02,50,31,20,94,529.20",20250312,20,20,ZDS_COMP                      NEW FLAT,DTASRC,ZDS_CCUBE,CUBE,3,DTPR_805VU9RB21OBDZ8L14QFMKZ8T
