TRANID,OBJVERS,RULEID,SEQNR,GROUPID,GROUPTYPE,FIELD_USAGE,RULETYPE,REF_RULE,AGGR,NO_CONV,AMDP,ABAP
0NIUIWYF0C6X9S47APJ8VBR9BATKTCBG,A,10,10,2,S,,DIRECT,0,MOV,,,
0NIUIWYF0C6X9S47APJ8VBR9BATKTCBG,A,11,11,2,S,,DIRECT,0,MOV,,,
0NIUIWYF0C6X9S47APJ8VBR9BATKTCBG,A,12,14,2,S,,FORMULA,0,MOV,,,
0NIUIWYF0C6X9S47APJ8VBR9BATKTCBG,A,13,15,2,S,,FORMULA,0,MOV,,,
0NIUIWYF0C6X9S47APJ8VBR9BATKTCBG,A,14,16,2,S,,ROUTINE,0,MOV,,,X
0NIUIWYF0C6X9S47APJ8VBR9BATKTCBG,A,15,17,2,S,,ROUTINE,0,MOV,,,X
0NIUIWYF0C6X9S47APJ8VBR9BATKTCBG,A,16,2,0,,,START,0,,,,X
0NJMQ6WLMEI6OWI0M17AOFHD7PBDDB9Y,A,1,2,1,S,,DIRECT,0,,,,
0NJMQ6WLMEI6OWI0M17AOFHD7PBDDB9Y,A,2,3,1,S,,DIRECT,0,,,,
0NJMQ6WLMEI6OWI0M17AOFHD7PBDDB9Y,A,3,4,1,S,,DIRECT,0,MOV,,,
0NJMQ6WLMEI6OWI0M17AOFHD7PBDDB9Y,A,4,5,1,S,,DIRECT,0,MOV,,,
0NJMQ6WLMEI6OWI0M17AOFHD7PBDDB9Y,A,5,6,1,S,,DIRECT,0,MOV,,,
0NJMQ6WLMEI6OWI0M17AOFHD7PBDDB9Y,A,6,7,1,S,,TIME,0,MOV,,,
0NJMQ6WLMEI6OWI0M17AOFHD7PBDDB9Y,A,7,8,1,S,,DIRECT,0,MOV,,,
0NJMQ6WLMEI6OWI0M17AOFHD7PBDDB9Y,A,8,9,1,S,,DIRECT,0,MOV,,,
0NJMQ6WLMEI6OWI0M17AOFHD7PBDDB9Y,A,9,10,2,T,,CONSTANT,0,MOV,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,1,3,1,S,,DIRECT,0,,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,2,4,1,S,,DIRECT,0,MOV,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,3,5,1,S,,DIRECT,0,MOV,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,4,6,1,S,,DIRECT,0,MOV,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,5,7,1,S,,DIRECT,0,MOV,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,6,8,1,S,,DIRECT,0,MOV,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,7,9,1,S,,DIRECT,0,MOV,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,8,10,1,S,,DIRECT,0,MOV,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,9,12,1,S,,DIRECT,0,MOV,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,10,13,2,T,,CONSTANT,0,MOV,,,
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,11,11,1,S,,ROUTINE,0,MOV,,,X
0NKO6SI1GQBS19JC3TGKVELKDRZMJZTR,A,12,2,0,,,START,0,,,,X
0NKVQWIF8QKX1NBBBN4GVALYAYZXYYJF,A,1,2,1,S,,DIRECT,0,MOV,,,
0NKVQWIF8QKX1NBBBN4GVALYAYZXYYJF,A,2,3,1,S,,DIRECT,0,,,,
0NKVQWIF8QKX1NBBBN4GVALYAYZXYYJF,A,3,4,1,S,,ROUTINE,0,,,,X
0NOHQUR3O0ZZWCKPY1QTJ0TDLHLPAWXH,A,1,2,1,S,,DIRECT,0,,,,
0NOHQUR3O0ZZWCKPY1QTJ0TDLHLPAWXH,A,2,3,1,S,,DIRECT,0,,,,
0NOHQUR3O0ZZWCKPY1QTJ0TDLHLPAWXH,A,3,4,1,S,,DIRECT,0,,,,
0NOHQUR3O0ZZWCKPY1QTJ0TDLHLPAWXH,A,4,5,1,S,,DIRECT,0,SUM,,,
0NOHQUR3O0ZZWCKPY1QTJ0TDLHLPAWXH,A,5,6,1,S,,CONSTANT,0,,,,
0NOHQUR3O0ZZWCKPY1QTJ0TDLHLPAWXH,A,6,7,2,N,,,1,,,,
0NOHQUR3O0ZZWCKPY1QTJ0TDLHLPAWXH,A,7,8,2,N,,,2,,,,
0NOHQUR3O0ZZWCKPY1QTJ0TDLHLPAWXH,A,8,9,2,N,,,3,,,,
0NOHQUR3O0ZZWCKPY1QTJ0TDLHLPAWXH,A,9,10,2,N,,CONSTANT,0,,,,
0NOHQUR3O0ZZWCKPY1QTJ0TDLHLPAWXH,A,10,11,2,N,,DIRECT,0,SUM,,,
0NOOX35SJ5NF9SVDHHIDMZ2DEU4G4VJQ,A,1,2,1,S,,DIRECT,0,,,,
0NOOX35SJ5NF9SVDHHIDMZ2DEU4G4VJQ,A,2,3,1,S,,DIRECT,0,MOV,,,
0NOOX35SJ5NF9SVDHHIDMZ2DEU4G4VJQ,A,3,4,1,S,,DIRECT,0,MOV,,,
0NOOX35SJ5NF9SVDHHIDMZ2DEU4G4VJQ,A,4,5,1,S,,DIRECT,0,MOV,,,
0NOOX35SJ5NF9SVDHHIDMZ2DEU4G4VJQ,A,5,6,1,S,,DIRECT,0,MOV,,,
0NRK9YACSHLG3T5DO7Y179OQX22HF7H4,A,1,2,1,S,,DIRECT,0,MOV,,,
0NRK9YACSHLG3T5DO7Y179OQX22HF7H4,A,2,3,1,S,,DIRECT,0,MOV,,,
0NRK9YACSHLG3T5DO7Y179OQX22HF7H4,A,3,4,1,S,,DIRECT,0,MOV,,,
0NRK9YACSHLG3T5DO7Y179OQX22HF7H4,A,4,5,1,S,,DIRECT,0,MOV,,,
0NRK9YACSHLG3T5DO7Y179OQX22HF7H4,A,5,6,1,S,,DIRECT,0,MOV,,,
0NRK9YACSHLG3T5DO7Y179OQX22HF7H4,A,6,7,1,S,,DIRECT,0,MOV,,,
0NRK9YACSHLG3T5DO7Y179OQX22HF7H4,A,7,8,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,1,2,1,S,,DIRECT,0,SUM,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,2,3,1,S,,DIRECT,0,SUM,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,3,4,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,4,5,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,5,6,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,6,7,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,7,8,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,8,9,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,9,10,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,10,11,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,11,12,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,12,13,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,13,14,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,14,15,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,15,16,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,16,17,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,17,18,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,18,19,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,19,20,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,20,21,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,21,22,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,22,23,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,23,24,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,24,25,1,S,,DIRECT,0,,,,
0NUONAZ12P2DB6327R0WUUHEN4PZ01KY,A,25,26,1,S,,DIRECT,0,SUM,,,
0NYZPC4NQRNVG868I5O0NXWFE5R8SDGW,A,1,2,1,S,,DIRECT,0,,,,
0NYZPC4NQRNVG868I5O0NXWFE5R8SDGW,A,2,3,1,S,,DIRECT,0,MOV,,,
0NYZPC4NQRNVG868I5O0NXWFE5R8SDGW,A,3,4,1,S,,DIRECT,0,MOV,,,
0NYZPC4NQRNVG868I5O0NXWFE5R8SDGW,A,4,6,2,T,,CONSTANT,0,MOV,,,
0NYZPC4NQRNVG868I5O0NXWFE5R8SDGW,A,5,5,1,S,,CONSTANT,0,MOV,,,
0NZNOCVJ38WLJWXD6BIL2G5LZI2MCOWZ,A,1,2,1,S,,DIRECT,0,MOV,,,
0NZNOCVJ38WLJWXD6BIL2G5LZI2MCOWZ,A,2,3,1,S,,DIRECT,0,,,,
0NZNOCVJ38WLJWXD6BIL2G5LZI2MCOWZ,A,3,4,1,S,,DIRECT,0,,,,
0O1F5X6TE3JOAWPDA4MRAL9H0BWATC3P,A,1,2,1,S,,DIRECT,0,,,,
0O1F5X6TE3JOAWPDA4MRAL9H0BWATC3P,A,2,3,1,S,,DIRECT,0,MOV,,,
0O1F5X6TE3JOAWPDA4MRAL9H0BWATC3P,A,3,4,1,S,,DIRECT,0,MOV,,,
0O1F5X6TE3JOAWPDA4MRAL9H0BWATC3P,A,4,5,1,S,,DIRECT,0,MOV,,,
0O1F5X6TE3JOAWPDA4MRAL9H0BWATC3P,A,5,6,1,S,,DIRECT,0,MOV,,,
0O1F5X6TE3JOAWPDA4MRAL9H0BWATC3P,A,6,7,1,S,,DIRECT,0,MOV,,,
0O1F5X6TE3JOAWPDA4MRAL9H0BWATC3P,A,7,8,1,S,,DIRECT,0,MOV,,,
0O74NVUGPH30T6ZZVS67TNVESU7NAO1P,A,1,2,1,S,,DIRECT,0,,,,
0O74NVUGPH30T6ZZVS67TNVESU7NAO1P,A,2,3,1,S,,DIRECT,0,MOV,,,
0O74NVUGPH30T6ZZVS67TNVESU7NAO1P,A,3,4,1,S,,DIRECT,0,MOV,,,
0O74NVUGPH30T6ZZVS67TNVESU7NAO1P,A,4,5,1,S,,DIRECT,0,MOV,,,
0O74NVUGPH30T6ZZVS67TNVESU7NAO1P,A,5,6,1,S,,DIRECT,0,MOV,,,
0O74NVUGPH30T6ZZVS67TNVESU7NAO1P,A,6,7,2,T,,CONSTANT,0,MOV,,,
0O88T5ST6M18OPUMN20JHTY5VOIB8QXT,A,1,2,1,S,,DIRECT,0,,,,
0O88T5ST6M18OPUMN20JHTY5VOIB8QXT,A,2,3,1,S,,ROUTINE,0,MOV,,,X
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,1,2,1,T,,CONSTANT,0,MOV,,,
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,2,3,2,S,,DIRECT,0,,,,
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,3,4,2,S,,DIRECT,0,MOV,,,
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,4,5,2,S,,DIRECT,0,MOV,,,
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,5,11,2,S,,DIRECT,0,MOV,,,
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,6,12,2,S,,DIRECT,0,MOV,,,
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,7,6,2,S,,DIRECT,0,MOV,,,
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,8,7,2,S,,DIRECT,0,MOV,,,
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,9,8,2,S,,DIRECT,0,MOV,,,
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,10,9,2,S,,DIRECT,0,MOV,,,
0O8NVUOJI04BJ9COUPORVKCQHCDMNB48,A,11,10,2,S,,DIRECT,0,MOV,,,
0OB4WCWVB0K99B1YTPP5BL6JEV8SM6EH,A,1,2,1,S,,DIRECT,0,MOV,,,
0OB4WCWVB0K99B1YTPP5BL6JEV8SM6EH,A,2,3,1,S,,DIRECT,0,MOV,,,
0OB4WCWVB0K99B1YTPP5BL6JEV8SM6EH,A,3,4,1,S,,DIRECT,0,MOV,,,
0OB4WCWVB0K99B1YTPP5BL6JEV8SM6EH,A,4,5,1,S,,DIRECT,0,,,,
0OE6KE5HAIMCC1RW00JG2R5IPSYM422O,A,1,2,1,S,,DIRECT,0,,,,
0OE6KE5HAIMCC1RW00JG2R5IPSYM422O,A,2,3,1,S,,DIRECT,0,,,,
0OE6KE5HAIMCC1RW00JG2R5IPSYM422O,A,3,4,1,S,,DIRECT,0,,,,
0OE6KE5HAIMCC1RW00JG2R5IPSYM422O,A,4,5,1,S,,DIRECT,0,,,,
0OE6KE5HAIMCC1RW00JG2R5IPSYM422O,A,5,6,1,S,,DIRECT,0,,,,
0OE6KE5HAIMCC1RW00JG2R5IPSYM422O,A,6,7,1,S,,DIRECT,0,,,,
0OE6KE5HAIMCC1RW00JG2R5IPSYM422O,A,7,8,1,S,,DIRECT,0,,,,
0OE6KE5HAIMCC1RW00JG2R5IPSYM422O,A,8,9,1,S,,DIRECT,0,,,,
0OE6KE5HAIMCC1RW00JG2R5IPSYM422O,A,9,10,1,S,,DIRECT,0,,,,
0OE6KE5HAIMCC1RW00JG2R5IPSYM422O,A,10,11,1,S,,DIRECT,0,,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,1,2,1,S,,DIRECT,0,SUM,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,2,12,1,S,,DIRECT,0,SUM,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,3,3,1,S,,DIRECT,0,SUM,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,4,4,1,S,,DIRECT,0,SUM,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,5,5,1,S,,DIRECT,0,SUM,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,6,6,1,S,,DIRECT,0,,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,7,7,1,S,,DIRECT,0,,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,8,8,1,S,,DIRECT,0,,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,9,9,1,S,,DIRECT,0,,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,10,10,1,S,,DIRECT,0,,,,
0OF7YWYN5L2Q66SBYLGEDI10GL8485OO,A,11,11,1,S,,DIRECT,0,,,,
0OGQWG63RDFTL0U6KVOHNYVTHRRRP5F5,A,1,2,1,S,,DIRECT,0,,,,
0OGQWG63RDFTL0U6KVOHNYVTHRRRP5F5,A,2,3,1,S,,DIRECT,0,MOV,,,
0OGQWG63RDFTL0U6KVOHNYVTHRRRP5F5,A,3,4,1,S,,DIRECT,0,MOV,,,
0OGQWG63RDFTL0U6KVOHNYVTHRRRP5F5,A,4,5,1,S,,DIRECT,0,MOV,,,
0OGQWG63RDFTL0U6KVOHNYVTHRRRP5F5,A,5,6,1,S,,DIRECT,0,MOV,,,
0OGQWG63RDFTL0U6KVOHNYVTHRRRP5F5,A,6,7,2,T,,CONSTANT,0,MOV,,,
0OGS5M48GMFZYUDKNH59JWDS4TR8ZZ0K,A,1,2,1,S,,FORMULA,0,,,,
0OGS5M48GMFZYUDKNH59JWDS4TR8ZZ0K,A,2,3,1,S,,DIRECT,0,,,,
0OGS5M48GMFZYUDKNH59JWDS4TR8ZZ0K,A,3,4,1,S,,DIRECT,0,MOV,,,
0OGS5M48GMFZYUDKNH59JWDS4TR8ZZ0K,A,4,5,1,S,,DIRECT,0,MOV,,,
0OGS5M48GMFZYUDKNH59JWDS4TR8ZZ0K,A,5,6,1,S,,DIRECT,0,MOV,,,
0OGS5M48GMFZYUDKNH59JWDS4TR8ZZ0K,A,6,7,1,S,,DIRECT,0,MOV,,,
0OGS5M48GMFZYUDKNH59JWDS4TR8ZZ0K,A,7,8,2,T,,CONSTANT,0,MOV,,,
0OTWZRS2TZDFJE0E5U25JD5A1QVWNWC5,A,1,2,1,S,,DIRECT,0,MOV,,,
0OTWZRS2TZDFJE0E5U25JD5A1QVWNWC5,A,2,3,1,S,,DIRECT,0,MOV,,,
0OTWZRS2TZDFJE0E5U25JD5A1QVWNWC5,A,3,4,1,S,,DIRECT,0,,,,
0OTWZRS2TZDFJE0E5U25JD5A1QVWNWC5,A,4,5,1,S,,DIRECT,0,,,,
0OTWZRS2TZDFJE0E5U25JD5A1QVWNWC5,A,5,6,1,S,,DIRECT,0,,,,
0OTZCX1Y2XZJ864KK3OZMS4HDK8HNK4R,A,1,2,1,S,,DIRECT,0,MOV,,,
0OTZCX1Y2XZJ864KK3OZMS4HDK8HNK4R,A,2,3,1,S,,DIRECT,0,MOV,,,
0OTZCX1Y2XZJ864KK3OZMS4HDK8HNK4R,A,3,4,1,S,,DIRECT,0,MOV,,,
0OTZCX1Y2XZJ864KK3OZMS4HDK8HNK4R,A,4,5,1,S,,DIRECT,0,MOV,,,
0OTZCX1Y2XZJ864KK3OZMS4HDK8HNK4R,A,5,6,1,S,,DIRECT,0,MOV,,,
0OTZCX1Y2XZJ864KK3OZMS4HDK8HNK4R,A,6,1,1,S,,TIME,0,MOV,,,
0OTZCX1Y2XZJ864KK3OZMS4HDK8HNK4R,A,7,7,1,S,,DIRECT,0,MOV,,,
0OTZCX1Y2XZJ864KK3OZMS4HDK8HNK4R,A,8,8,1,S,,DIRECT,0,MOV,,,
0OTZCX1Y2XZJ864KK3OZMS4HDK8HNK4R,A,9,9,1,S,,DIRECT,0,,,,
0OU75YK66GCWLWYAIQKQNSR6TWXC22KS,A,1,2,1,T,,CONSTANT,0,MOV,,,
0OU75YK66GCWLWYAIQKQNSR6TWXC22KS,A,2,3,2,S,,DIRECT,0,,,,
0OU75YK66GCWLWYAIQKQNSR6TWXC22KS,A,3,4,2,S,,DIRECT,0,MOV,,,
0OU75YK66GCWLWYAIQKQNSR6TWXC22KS,A,4,5,2,S,,DIRECT,0,MOV,,,
0OU75YK66GCWLWYAIQKQNSR6TWXC22KS,A,5,6,2,S,,DIRECT,0,MOV,,,
0OU75YK66GCWLWYAIQKQNSR6TWXC22KS,A,6,7,2,S,,DIRECT,0,MOV,,,
0OU75YK66GCWLWYAIQKQNSR6TWXC22KS,A,7,8,2,S,,DIRECT,0,MOV,,,
0OU75YK66GCWLWYAIQKQNSR6TWXC22KS,A,8,9,2,S,,DIRECT,0,MOV,,,
0OU75YK66GCWLWYAIQKQNSR6TWXC22KS,A,9,10,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,1,2,1,T,,CONSTANT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,2,3,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,3,4,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,4,5,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,5,6,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,6,7,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,7,8,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,8,9,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,9,10,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,10,11,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,11,12,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,12,13,2,S,,TIME,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,13,1,2,S,,TIME,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,14,14,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,15,15,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,16,16,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,17,17,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,18,18,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,19,19,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,20,20,2,S,,DIRECT,0,MOV,,,
0OUTUBIWFTD2NGYZRQ1RSDAAPDDIILYT,A,21,21,2,S,,DIRECT,0,MOV,,,
0OVYXD4D84WHFIEVON4UUQ3PAJV6DSOZ,A,1,2,1,S,,DIRECT,0,,,,
0OVYXD4D84WHFIEVON4UUQ3PAJV6DSOZ,A,2,3,1,S,,DIRECT,0,MOV,,,
0OVYXD4D84WHFIEVON4UUQ3PAJV6DSOZ,A,3,4,1,S,,DIRECT,0,MOV,,,
0OVYXD4D84WHFIEVON4UUQ3PAJV6DSOZ,A,4,5,1,S,,DIRECT,0,MOV,,,
0OVYXD4D84WHFIEVON4UUQ3PAJV6DSOZ,A,5,6,1,S,,DIRECT,0,MOV,,,
0OZTKVBELWZW7BGCKBIW0PMAI1IFX3ZP,A,1,2,1,S,,DIRECT,0,,,,
0OZTKVBELWZW7BGCKBIW0PMAI1IFX3ZP,A,2,3,1,S,,DIRECT,0,,,,
0OZTKVBELWZW7BGCKBIW0PMAI1IFX3ZP,A,3,4,1,S,,DIRECT,0,SUM,,,
0OZTKVBELWZW7BGCKBIW0PMAI1IFX3ZP,A,4,5,1,S,,DIRECT,0,SUM,,,
0OZTKVBELWZW7BGCKBIW0PMAI1IFX3ZP,A,5,6,1,S,,DIRECT,0,SUM,,,
0OZTKVBELWZW7BGCKBIW0PMAI1IFX3ZP,A,6,7,1,S,,TIME,0,,,,
0OZTKVBELWZW7BGCKBIW0PMAI1IFX3ZP,A,7,8,1,S,,TIME,0,,,,
0P1FIS835MLO3S4HS2S4IDHZATD0BINP,A,1,2,1,S,,DIRECT,0,,,,
0P1FIS835MLO3S4HS2S4IDHZATD0BINP,A,2,3,1,S,,DIRECT,0,MOV,,,
0P1FIS835MLO3S4HS2S4IDHZATD0BINP,A,3,4,2,T,,CONSTANT,0,MOV,,,
0P3HZQFMOYIGFJ4O9O65C70QOEGWEEMJ,A,1,2,1,S,,CONSTANT,0,,,,
0P3HZQFMOYIGFJ4O9O65C70QOEGWEEMJ,A,2,3,1,S,,DIRECT,0,,,,
0P3HZQFMOYIGFJ4O9O65C70QOEGWEEMJ,A,3,4,1,S,,DIRECT,0,,,,
0P3HZQFMOYIGFJ4O9O65C70QOEGWEEMJ,A,4,5,1,S,,DIRECT,0,,,,
0P3P74MAJTWJFB8K06OTIRVZRR8OQ6R9,A,1,2,1,S,,DIRECT,0,,,,
0P3P74MAJTWJFB8K06OTIRVZRR8OQ6R9,A,2,3,1,S,,TIME,0,MOV,,,
0P3P74MAJTWJFB8K06OTIRVZRR8OQ6R9,A,3,4,1,S,,DIRECT,0,MOV,,,
0P3P74MAJTWJFB8K06OTIRVZRR8OQ6R9,A,4,5,1,S,,DIRECT,0,MOV,,,
0P3P74MAJTWJFB8K06OTIRVZRR8OQ6R9,A,5,6,1,S,,TIME,0,MOV,,,
0P3P74MAJTWJFB8K06OTIRVZRR8OQ6R9,A,6,7,2,T,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,1,2,1,T,,CONSTANT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,2,3,2,S,,DIRECT,0,,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,3,4,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,4,5,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,5,6,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,6,7,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,7,8,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,8,9,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,9,10,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,10,11,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,11,12,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,12,13,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,13,14,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,14,15,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,15,16,2,S,,DIRECT,0,MOV,,,
0PEU229AU2ZSMFPBVD88NW634YZHQSRP,A,16,17,2,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,1,2,1,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,2,3,1,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,3,4,1,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,4,5,1,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,5,6,1,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,6,7,1,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,7,8,1,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,8,9,1,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,9,10,1,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,10,11,1,S,,DIRECT,0,MOV,,,
0PH5M3TQDLOUEVP2B3B1DXIUY5SLTLPM,A,11,12,1,S,,DIRECT,0,MOV,,,
