OLTP Datasource,Version,Datasource Type,Application Component,Delta,Real Time,EXMETHOD,Table For Extraction,Extractor Structure,Last Changed By ,Last Changed Date,Last Changed Time,TXTSH,TXTMD,TXTLG
0IQM_SRCTYPE_TLOGOT,D,TEXT,0VERIFICATION,NEWE,X,F2,RSIQMX_EXTRACT_SRCTYPE_TEXT,RSIQMX_SRCTYPET,SAP,18.07.2012,14:01:05,IQM Source Obj. Type,IQM Source Object Type - Texts,Source Object Type - Texts (Information Quality)
0IQM_REQUEST,D,ATTR,0VERIFICATION,NEWE,X,F2,RSIQMX_EXTRACT_REQUEST,RSIQMX_REQUEST,SAP,18.07.2012,14:01:04,IQM Inspection,IQM Inspection from Request,Inspection from Request (Information Quality)
0TCTIOBJTP_TEXT,D,TEXT,TCT,,,D,RSIOBJTP,ROTEXTSTR1,SAP,18.07.2012,14:01:25,InfoObject type,InfoObject Type,BW Metadata: InfoObject Type
0IQM_INSPT,D,TEXT,0VERIFICATION,NEWE,X,V,RSINSPT_DEL,RSIQMX_INSPT,SAP,18.07.2012,14:01:03,IQM Inspection Plan,IQM Inspection Plan - Texts,Inspektion Plan - Texts (Information Quality)
0IQM_INSPCHECKT,D,TEXT,0VERIFICATION,NEWE,X,V,RSINSPCHECKT_DEL,RSIQMX_CHECKT,SAP,18.07.2012,14:01:02,IQM Check - Texts,IQM Check - Texts,Check - Texts (Information Quality)
0IQM_INSPCHECK,D,ATTR,0VERIFICATION,NEWE,X,V,RSINSPCHECK_DEL,RSIQMX_CHECK,SAP,18.07.2012,14:01:01,IQM Check,IQM Check,Check (Information Quality)
0IQM_SRCTECH_TLOGOT,D,TEXT,0VERIFICATION,,,D,RSINSP_INSP_SRC_TLOGO,ROTEXTSTR1,SAP,18.07.2012,14:01:05,IQM Source Obj. Tec.,IQM Source Object Technology - Texts,Source Object Technology - Texts (Information Quality)
0SPAIN_LOPD_LOG_I,D,TRAN,0COUNTRY_SPAIN,AIE,,F1,RSECLOPD_LOG_EXTRACT_I,RSECLOPD_S_LOG_EXTRACT_I,SAP,18.07.2012,14:01:08,LOPD Logs - Itm Data,LOPD Logs - Item Data,LOPD Logs - Item Data
0SPAIN_LOPD_LOG_H,D,TRAN,0COUNTRY_SPAIN,AIE,,F1,RSECLOPD_LOG_EXTRACT_H,RSECLOPD_S_LOG_EXTRACT_H,SAP,18.07.2012,14:01:08,LOPD Logs - Hdr Data,LOPD Logs - Header Data,LOPD Logs - Header Data
0SPAIN_LOPD_LOG_F,D,TRAN,0COUNTRY_SPAIN,AIE,,F1,RSECLOPD_LOG_EXTRACT_F,RSECLOPD_S_LOG_EXTRACT_F,SAP,18.07.2012,14:01:07,LOPD Logs - Filter,LOPD Logs - Filter Data,LOPD Logs - Filter Data
0LOPDIOTYP_TEXT,D,TEXT,0COUNTRY_SPAIN,,,D,RSECLOPD_IOBJTYPE,ROTEXTSTR1,SAP,18.07.2012,14:01:06,LOPD InfoObject Type,Texts for LOPD InfoObject Type,Texts for LOPD InfoObject Type
0LOPDAUTH_TEXT,D,TEXT,0COUNTRY_SPAIN,,,D,RSECLOPD_AUTH_FLAG,ROTEXTSTR1,SAP,18.07.2012,14:01:06,Texts for Auth. Flag,Text Extractor - Authorization Flag,Text Extractor - Authorization Flag
ZBW_DS_RSDIOBJ,A,TRAN,NEW_HIER_ROOT,,,V,RSDIOBJ,ZOXA4H0108,BEST,26.03.2025,22:38:52,gvygu,tfyt,hggvgh
ZN_MIOBJ,A,ATTR,0BW_DATASOURCES,AIE,,V,RSDIOBJ,ZOXA4H0140,BEST,07.07.2025,15:23:21,infoobj data source,infoobj data source,full in delta
Z_MTINOBJ,A,ATTR,NEW_HIER_ROOT,,,V,RSDIOBJ,ZOXA4H0113,BEST,24.03.2025,16:45:37,Master InfoObject,Master InfoObject DataSource,DataSource on Master InfoObjects Of BW.
Z_NIRAV,A,ATTR,NEW_HIER_ROOT,AIE,,V,RSDIOBJ,ZOXA4H0115,BEST,26.03.2025,23:03:22,delta load,delta load,delta load
0TCT_DS31,A,TRAN,TCT,NEWE,,F2,RSDDTZA2_STATIST_DATA,RSDDTZA_STATIST_EX,DDIC,07.01.2025,22:46:33,TREX Load,TREX Load,TREX Load
0TCT_DS31,D,TRAN,TCT,NEWE,,F2,RSDDTZA2_STATIST_DATA,RSDDTZA_STATIST_EX,SAP,18.07.2012,14:01:51,TREX Load,TREX Load,TREX Load
0TCT_DS32,A,TRAN,TCT,NEWE,,F2,RSDDTZA2_MEMORY_PER_INFOPROV,RSDDTZA2_MEM_PER_INFOPROV,DDIC,07.01.2025,22:46:33,BIA Stats: InfoProv,BIA Statistics: InfoProvider mem consp,BIA Statistics: InfoProvider memory consumption
0TCT_DS32,D,TRAN,TCT,NEWE,,F2,RSDDTZA2_MEMORY_PER_INFOPROV,RSDDTZA2_MEM_PER_INFOPROV,SAP,09.06.2010,15:50:49,BIA Stats: InfoProv,BIA Statistics: InfoProvider mem consp,BIA Statistics: InfoProvider memory consumption
0TCTSTEPTP_TEXT,D,TEXT,TCT,,,V,RSDDSTATSTEPTPT,RSTC_S_EXTR_STEPTP,SAP,09.06.2010,15:50:30,Step Type - Text,Step Type - Text,BW Meta Data: Step Type - Text
0TCTHANDLTP_TEXT,D,TEXT,TCT,,,V,RSDDSTATHANDLTPT,RSTC_S_EXTR_HANDLTP,SAP,09.06.2010,15:50:10,Handle Type - Text,Handle Type - Text,BW Meta Data: Handle Type - Text
0TCTSTATEVT_TEXT,D,TEXT,TCT,,,V,RSDDSTATEVENTST,RSTC_S_EXTR_STATEVT,SAP,09.06.2010,15:50:30,Event ID- Text,Event ID- Text,BW Meta Data: Event ID- Text
0TCT_DS41,D,TRAN,TCT,AIE,,F1,RSDDSTAT_SEL_GET_DATA,RSDDSTATSLICEEX,SAP,21.03.2014,10:29:43,Sel. statisitic,Extraction of selection statistics,Extraction of selection statistics
0TCT_DS42,D,TRAN,TCT,AIE,,F1,RSDDSTAT_DTA_GET_DATA,RSDDSTATDTASIZE,SAP,21.03.2014,10:05:16,DTA size,Extraction of DTA size,Extraction of DTA size
0TCTWHMTFM_TEXT,A,TEXT,TCT,,,D,RSDDKWHMTFM,ROTEXTSTR1,DDIC,07.01.2025,22:46:16,Transfer Type WHM,Transfer Type (WHM),BW Statistics: Transfer Type (WHM)
0TCTWHMTFM_TEXT,D,TEXT,TCT,,,D,RSDDKWHMTFM,ROTEXTSTR1,SAP,18.07.2012,14:01:49,Transfer Type WHM,Transfer Type (WHM),BW Statistics: Transfer Type (WHM)
0TCTWHMMAN_TEXT,A,TEXT,TCT,,,D,RSDDKWHMMAN,ROTEXTSTR1,DDIC,07.01.2025,22:46:15,Posted Auto./Manual.,Posted Automatically or Manually,BW Statistics: Posted Automatically or Manually
0TCTWHMMAN_TEXT,D,TEXT,TCT,,,D,RSDDKWHMMAN,ROTEXTSTR1,SAP,18.07.2012,14:01:49,Posted Auto./Manual.,Posted Automatically or Manually,BW Statistics: Posted Automatically or Manually
0TCTRTIME_TEXT,D,TEXT,TCT,,,D,RSDDKOLAPRTIME,ROTEXTSTR1,SAP,18.07.2012,14:01:42,Time Category (OLAP),Time Category (OLAP),BW Statistics: Time Category (OLAP)
0TCTRRECO_TEXT,D,TEXT,TCT,,,D,RSDDKOLAPRRECO,ROTEXTSTR1,SAP,18.07.2012,14:01:40,No. Category (OLAP),Number Category (OLAP),BW Statistics: Number Category (OLAP)
0TCTOLAPRD_TEXT,D,TEXT,TCT,,,D,RSDDKOLAPRD,ROTEXTSTR1,SAP,18.07.2012,14:01:31,OLAP Read on Demand,OLAP Read on Demand,BW Statistics: OLAP Read on Demand On/Off
0TCTOLAPACT_TEXT,D,TEXT,TCT,,,D,RSDDKOLAPACTION,ROTEXTSTR1,SAP,18.07.2012,14:01:30,Process Type OLAP,Process Type OLAP Processor,BW Statistics: Process Type OLAP Processor
0TCTDBSELTP_TEXT,D,TEXT,TCT,,,D,RSDDKDBSELTP,ROTEXTSTR1,SAP,18.07.2012,14:01:15,Type of Data Read,Type of Data Read,BW Statistics: Type of Data Read from Database
0BWTC_C02,D,TRAN,TCT,E,,F1,RSDDK_BIW_GET_DATA,RSDDK_S_EXTR_0BWTC_C02,SAP,18.07.2012,14:00:54,Transact. Data OLAP,Transaction Data OLAP,BW Statistics: Transaction Data OLAP
0BWTC_C03,D,TRAN,TCT,E,,F1,RSDDK_BIW_GET_DATA,RSDDK_S_EXTR_0BWTC_C03,SAP,18.07.2012,14:00:54,Detail Navigation,Detail Navigation Step,"BW Statistics: Transact. Data OLAP, Detail Navigation Step"
0BWTC_C04,D,TRAN,TCT,E,,F1,RSDDK_BIW_GET_DATA,RSDDK_S_EXTR_0BWTC_C04,SAP,18.07.2012,14:00:55,Transact.Data Aggr.,Transact.Data Aggregate,BW Statistics: Transact.Data Aggregate
0BWTC_C05,D,TRAN,TCT,E,,F1,RSDDK_BIW_GET_DATA,RSDDK_S_EXTR_0BWTC_C05,SAP,18.07.2012,14:00:56,Transaction Data WHM,Transaction Data WHM,BW Statistics: Transaction Data WHM
0BWTC_C09,D,TRAN,TCT,E,,F1,RSDDK_BIW_GET_DATA,RSDDK_S_EXTR_0BWTC_C09,SAP,18.07.2012,14:00:56,Condenser,BW Statistics: Condensing InfoCubes,BW Statistics: Condensing InfoCubes
0BWTC_C11,D,TRAN,TCT,E,,F1,RSDDK_BIW_GET_DATA,RSDDK_S_EXTR_0BWTC_C11,SAP,18.07.2012,14:00:57,Deletion of InfoCube,Deletion of Data from InfoCube,BW Statistics: Transact.Data Deletion from InfoCube
0TCT_DS21,A,TRAN,TCT,NEWE,,F1,RSDDK_BIW_GET_DATA,RSTC_S_EXTR_0TCT_EX21,DDIC,07.01.2025,22:46:26,Process Chain Stat.,Transaction Data Process Chain Statistic,BW Statistics: Transaction Data Process Chain Statistics
0TCT_DS21,D,TRAN,TCT,NEWE,,F1,RSDDK_BIW_GET_DATA,RSTC_S_EXTR_0TCT_EX21,SAP,09.06.2010,15:50:45,Process Chain Stat.,Transaction Data Process Chain Statistic,BW Statistics: Transaction Data Process Chain Statistics
0TCT_DS22,A,TRAN,TCT,NEWE,,F1,RSDDK_BIW_GET_DATA,RSTC_S_EXTR_0TCT_EX22,DDIC,07.01.2025,22:46:27,DTP Statistics,Transaction Data DTP Statistics,BW Statistics: Transaction Data DTP Statistics
0TCT_DS22,D,TRAN,TCT,NEWE,,F1,RSDDK_BIW_GET_DATA,RSTC_S_EXTR_0TCT_EX22,SAP,09.06.2010,15:50:46,DTP Statistics,Transaction Data DTP Statistics,BW Statistics: Transaction Data DTP Statistics
0TCT_DS23,A,TRAN,TCT,NEWE,,F1,RSDDK_BIW_GET_DATA,RSTC_S_EXTR_0TCT_EX23,DDIC,07.01.2025,22:46:28,InfoPackages,BW Statistics: InfoPackages,BW Statistics: Transaction Data InfoPackages
0TCT_DS23,D,TRAN,TCT,NEWE,,F1,RSDDK_BIW_GET_DATA,RSTC_S_EXTR_0TCT_EX23,SAP,09.06.2010,15:50:47,InfoPackages,BW Statistics: InfoPackages,BW Statistics: Transaction Data InfoPackages
0TCTAGGRST_TEXT,D,TEXT,TCT,,,D,RSDDAGGRST,ROTEXTSTR1,SAP,18.07.2012,14:01:10,Aggregation Level,Aggregation Level,BW Repository Metadata: Aggregation Level (Aggregate) Text
0CB_IA_TEXT,D,TEXT,0BCT_CB_IO,,,V,RSDAREAT,ROXB520125,SAP,13.04.2011,15:56:19,InfoArea Text,InfoArea Text,InfoArea Text
0RS_CHECKCAT_TEXT,D,TEXT,0BICONTENT_TOOLS,,,V,RSCONTENTCHECK_T,ROXBC90117,SAP,13.04.2011,15:56:26,Text Upload of CkCat,Check Category Test Upload,Check Category Test Upload
0RS_PRIO_UPLOAD,D,ATTR,0BICONTENT_TOOLS,,,V,RSCONTENTCHECK_P,ROXBC90110,SAP,13.04.2011,15:56:27,Priority Data Upload,Priority Data - For Cont Tools,Priority Data - !! Internal Use Only !!
0RS_MSGODS_DATASOURCE,D,TRAN,0BICONTENT_TOOLS,,,V,RSCONTENTCHECK_M,ROXBC90116,SAP,13.04.2011,15:56:26,Message Datasource,Message Datasource,Message Datasource
0RS_TRANDATA_UPLOAD,D,TRAN,0BICONTENT_TOOLS,,,V,RSCONTENTCHECK,ROXBC90111,SAP,13.04.2011,15:56:27,Objects Data,Objects Data Datasource,Objects Data Datasource
8ZAV_MDSO,A,TRAN,DM,ODS,,F1,RSBX_BIW_GET_ODSDATA,/BIC/CE8ZAV_MDSO,BEST,25.07.2025,07:52:58,,Material DSO,Material DSO
8ZMRC2DSO,A,TRAN,DM,ODS,,F1,RSBX_BIW_GET_ODSDATA,/BIC/CE8ZMRC2DSO,BEST,11.06.2025,01:35:15,,zmrc2dso,zmrc2dso
8ZTGLDSO,A,TRAN,DM,ODS,,F1,RSBX_BIW_GET_ODSDATA,/BIC/CE8ZTGLDSO,BEST,12.06.2025,17:05:38,,ztgldso,ztgldso
8Z_DATA1,A,TRAN,DM,ODS,,F1,RSBX_BIW_GET_ODSDATA,/BIC/CE8Z_DATA1,BEST,06.06.2025,20:15:58,,,
8Z_DATA2,A,TRAN,DM,ODS,,F1,RSBX_BIW_GET_ODSDATA,/BIC/CE8Z_DATA2,BEST,06.06.2025,00:37:58,,,
80BPARTNERM,A,ATTR,DM-IO,,,F1,RSBX_BIW_GET_MASTER_DATA,/BIC/CE80BPARTNERM,BEST,05.02.2025,05:13:19,Business Partner,Business Partner,Business Partner
80EMPLOYEEM,A,ATTR,DM-IO,,,F1,RSBX_BIW_GET_MASTER_DATA,/BIC/CE80EMPLOYEEM,BEST,05.09.2025,04:11:21,Employee,Employee,Employee
80HRPOSITIONM,A,ATTR,DM-IO,,,F1,RSBX_BIW_GET_MASTER_DATA,/BIC/CE80HRPOSITIONM,BEST,05.02.2025,05:15:14,Position,Position,Position
80JOBM,A,ATTR,DM-IO,,,F1,RSBX_BIW_GET_MASTER_DATA,/BIC/CE80JOBM,BEST,05.02.2025,05:15:21,Job,Job,Job
80PERSONM,A,ATTR,DM-IO,,,F1,RSBX_BIW_GET_MASTER_DATA,/BIC/CE80PERSONM,BEST,05.02.2025,05:15:55,Person,Person,Person
80PLANTM,A,ATTR,DM-IO,,,F1,RSBX_BIW_GET_MASTER_DATA,/BIC/CE80PLANTM,BEST,05.02.2025,05:16:01,Plant,Plant,Plant
80RT_SEAROLLM,A,ATTR,DM-IO,,,F1,RSBX_BIW_GET_MASTER_DATA,/BIC/CE80RT_SEAROLLM,BEST,05.02.2025,05:17:11,Collection,Collection,Collection
8NPAEMPLYEM,A,ATTR,DM-IO,,,F1,RSBX_BIW_GET_MASTER_DATA,/BIC/CE8NPAEMPLYEM,BEST,16.05.2025,03:34:33,Employee,Employee,Employee
0TCTSUBSTEP_TEXT,A,TEXT,TCT,,,V,RSBKSUBSTEPT,RSTC_S_EXTR_SUBSTEP,DDIC,07.01.2025,22:46:11,DTP Sub-step text,BW Metadata: DTP Sub-Step text,BW Metadata: DTP Sub-Step text
0TCTSUBSTEP_TEXT,D,TEXT,TCT,,,V,RSBKSUBSTEPT,RSTC_S_EXTR_SUBSTEP,SAP,09.06.2010,15:50:31,DTP Sub-step text,BW Metadata: DTP Sub-Step text,BW Metadata: DTP Sub-Step text
0TCTPRSMODE_TEXT,D,TEXT,TCT,,,D,RSBKPROCESSMODE,ROTEXTSTR1,SAP,09.06.2010,15:50:22,Process mode Text,BW MetaData: Process Mode Text,BW MetaData: Process Mode Text
0SPL_MTCID_TEXT,D,TEXT,0SPL_IO,,,V,RSBCTSDPR_MTCIDT,ROXB530109,SAP,23.04.2004,10:11:47,Texts Metric ID's,Texts Metric ID's,Texts for Metric ID's
0SPL_MTCID_ATTR,D,ATTR,0SPL_IO,,,V,RSBCTSDPR_MTCID,ROXB530110,SAP,21.06.2004,15:34:06,Attributes Metric ID,Attributes Metric ID's,Attributes for Metric ID's
0SPL_MTCCAT_TEXT,D,TEXT,0SPL_IO,,,V,RSBCTSDPR_MTCCTT,ROXB530107,SAP,23.04.2004,08:17:59,Texts Metric Cat.,Texts Metric Categories,Texts for Metric Categories
0SPL_DLVTYP_TXT,D,TEXT,0SPL_IO,,,D,RSBCTSDPR_DOM_DELIVER_TYPE,ROTEXTSTR1,SAP,06.04.2005,16:00:26,Delivery Type,Delivery Type,Delivery Type
0MA_TPID_2,D,TRAN,0MA_TRAFFIC-IO,AIE,,V,RSBCTMA_TPID,ROXCR30161,SAP,04.11.2002,15:52:57,Trading Partner,Trading Partner,"Trading Partner (Attributes, Texts)"
0CB_ROLE_TEXT,D,TEXT,0BCT_CB_IO,,,V,RSBCTCB_RTXT_V,ROXB520121,SAP,13.04.2011,15:56:22,Role Text,Role Text,Role Text
0CB_SVQ_TEXT,D,TEXT,0BCT_CB_IO,,,V,RSBCTCB_QRY_T_V,ROXB520127,SAP,13.04.2011,15:56:22,View's Source Text,View's Source Query Text,View's Source Query Text
0CB_DS_ATTR,D,ATTR,0BCT_CB_IO,,,V,RSBCTCB_DS_ATT_V,ROXB520123,SAP,13.04.2011,15:56:18,DataSource Attribute,DataSource Attribute,DataSource Attribute
0RT_PA_EVENT_TEXT,D,TEXT,0RT_PA-IO,NEWE,,V,RSBCT_RPA_V_EVT,RSBCT_RPA_V_EVT,SAP,27.05.2003,17:06:04,PA: Retail Event Txt,POS Analytics: Retail Event Texts,POS Analytics: Retail Event Texts
0RT_PA_EVENT,D,ATTR,0RT_PA-IO,NEWE,,V,RSBCT_RPA_V_EV,RSBCT_RPA_V_EV,SAP,27.05.2003,17:06:03,PA: Retail Event,POS Analytics: Retail Event,POS Analytics: Retail Event
0RT_NCOMP_TEXT,D,TEXT,IS-R-IO,,,D,RSBCT_MAP_NCOMP,ROTEXTSTR1,SAP,18.01.2003,00:32:38,Non-Comparable Ind.,Indicator for Non-Comparable Stores,Indicator for Non-Comparable Stores
0RT_MDRELST_TEXT,D,TEXT,IS-R-IO,,,D,RSBCT_MAP_MDRELST,ROTEXTSTR1,SAP,13.12.2002,22:24:47,Rel.Stat.Master Data,Release Status of Master Data,Release Status of Master Data
0RT_AVRELST_TEXT,D,TEXT,IS-R-IO,,,D,RSBCT_MAP_AVRELST,ROTEXTSTR1,SAP,13.12.2002,22:25:52,Rel.Stat.Assort.Ver.,Release Status of Assortment Version,Release Status of Assortment Version
0TCTSOURSYS_ATTR,A,ATTR,TCT-MON-IO,,,V,RSBASIDOC,RSBASIDOC,DDIC,07.01.2025,22:46:09,Source System (Attr),Attributes for BW Source System,Attributes for BW Source System
0TCTSOURSYS_ATTR,D,ATTR,TCT-MON-IO,,,V,RSBASIDOC,RSBASIDOC,SAP,18.07.2012,14:01:42,Source System (Attr),Attributes for BW Source System,Attributes for BW Source System
0CMSKU_TEXT,D,TEXT,IS-R-IO,,,F1,RSAX_BIW_GET_SKU_DATA,BIW_SKU_TEXT,SAP,11.04.2002,14:38:00,SKU,SKU,SKU
0VER_DATASOURCE_SEGM,D,SEGM,0VERIFICATION,,,FS,RSAX_BIW_GET_SEGM,ROVER_DATASOURCE,SAP,23.03.2006,11:48:04,Veri.: Segmented,Verification: Segmented Data,"Verification DataSource, Segmented Data"
0SAPI_SFLIGHT_SIMPLE,D,TRAN,0VERIFICATION-DATA,,,F2,RSAX_BIW_GET_DATA_SIMPLE,SFLIGHT,SAP,05.03.2002,17:21:23,Template Extractor,DS Template for Funct. Module Extraction,DataSource Template for Function Module Extraction
0CB_AC_TEXT,D,TEXT,0BCT_CB_IO,,,V,RSAPPLT,ROXB520126,SAP,13.04.2011,15:56:18,Application Co. Text,Application Component Text,Application Component Text
0MDME_CAT_PUR_INTEGR,D,ATTR,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_CAT_PUR_INTEGR,SAP,07.09.2005,10:43:25,Pur. Cat. Integr.,Purchasing Cat. for BI Integration,Purchasing Category for BI Integration with MDM 5.5
0MDME_CAT_PUR_INTEGR_TEXT,D,TEXT,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_CAT_PUR_INTEGR_TEXT,SAP,07.09.2005,10:43:27,Pur. Cat. Integr.,Purchasing Category for BI Integration,Purchasing Category Text for BI Integration with MDM 5.5
0MDME_CUSTOM_CONS,D,ATTR,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_CUSTOM_CONS,SAP,07.09.2005,10:43:28,Cust. Consolidation,Customer for BI Consolidation,Customer for BI Consolidation with MDM 5.5
0MDME_CUSTOM_CONS_TEXT,D,TEXT,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_CUSTOM_CONS_TEXT,SAP,07.09.2005,10:43:29,Cust. Consolidation,Customer for BI Consolidation,Customer Text for BI Consolidation with MDM 5.5
0MDME_CUSTOM_INTEGR,D,ATTR,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_CUSTOM_INTEGR,SAP,07.09.2005,10:43:31,Cust. Integration,Customer for BI Integration,Customer for BI Integration with MDM 5.5
0MDME_CUSTOM_INTEGR_TEXT,D,TEXT,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_CUSTOM_INTEGR_TEXT,SAP,07.09.2005,10:43:32,Cust. Integration,Customer for BI Integration,Customer Text for BI Integration with MDM 5.5
0MDME_PRODUCT_CONS,D,ATTR,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_PRODUCT_CONS,SAP,07.09.2005,10:43:33,Prod. Consolidation,Product for BI Consolidation,Product for BI Consolidation with MDM 5.5
0MDME_PRODUCT_CONS_TEXT,D,TEXT,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_PRODUCT_CONS_TEXT,SAP,07.09.2005,10:43:34,Prod. Consolidation,Product for BI Consolidation,Product Text for BI Consolidation with MDM 5.5
0MDME_PRODUCT_INTEGR,D,ATTR,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_PRODUCT_INTEGR,SAP,07.09.2005,10:43:36,Product Integration,Product for BI Integration,Product for BI Integration with MDM 5.5
0MDME_PRODUCT_INTEGR_TEXT,D,TEXT,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_PRODUCT_INTEGR_TEXT,SAP,07.09.2005,10:43:37,Product Integration,Product for BI Integration,Product Text for BI Integration with MDM 5.5
0MDME_VENDOR_CONS,D,ATTR,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_VENDOR_CONS,SAP,07.09.2005,10:43:38,Vendor Consolidation,Vendor for BI Consolidation,Vendor for BI Consolidation with MDM 5.5
0MDME_VENDOR_CONS_TEXT,D,TEXT,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_VENDOR_CONS_TEXT,SAP,07.09.2005,10:43:39,Vendor Consolidation,Vendor for BI Consolidation,Vendor Text for BI Consolidation with MDM 5.5
0MDME_VENDOR_INTEGR,D,ATTR,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_VENDOR_INTEGR,SAP,07.09.2005,10:43:41,Vendor Integration,Integration Vendor for BI Integration,Vendor for BI Integration with MDM 5.5
0MDME_VENDOR_INTEGR_TEXT,D,TEXT,0MDM,AIM,,F1,RSADSQ_INIT_STEP,MDME_VENDOR_INTEGR_TEXT,SAP,07.09.2005,10:43:42,Vendor Integration,Vendor for BI Integration,Vendor Text for BI Integration with MDM 5.5
0TCTWHMACT_ATTR,D,ATTR,TCT,,,V,RSACTION2EVID,RSTC_S_EXTR_0TCTWHMACT,SAP,09.06.2010,15:50:37,WHM Action Types,BW Statistics: WHM Action Types,BW Statistics: WHM Action Types
0MA_TRAFFIC_DOC_FLO,D,TRAN,0MA_TRAFFIC,ABR1,,F1,RSA3_GEN_GET_DATA,RSBCTMA_TRAFFIC_DOC_FLO,SAP,16.07.2001,14:59:24,Traffic DocumentFlow,Traffic Document Flow,Traffic Document Flow
0SRM_GLS_CHANGE_ORDER,D,TRAN,0GLSPEND,AIM,,F1,RSA3_GEN_GET_DATA,RSBCTGLS_CH_ORDER_STRUC,SAP,04.11.2002,15:53:01,Purch. Order Change,Purchase Order Change,DataSource for Purchase Order Changes
0SRM_GLS_INVOICE,D,TRAN,0GLSPEND,AIM,,F1,RSA3_GEN_GET_DATA,RSBCTGLS_INVOICE_STRUC,SAP,04.11.2002,15:53:04,Invoice,Invoice,DataSource for Invoices
0SRM_GLS_ORDER,D,TRAN,0GLSPEND,AIM,,F1,RSA3_GEN_GET_DATA,RSBCTGLS_ORDER_STRUC,SAP,04.11.2002,15:53:06,Purchase Order,Purchase Order,DataSource for Purchase Orders
0IQM_PROCTYP,D,TEXT,0VERIFICATION,,,D,RS_TCO_IQM_PROCESS_TYPE,ROTEXTSTR1,SAP,18.07.2012,14:01:03,IQM Process Type,IQM Process Type - Texts,Process Type - Texts (Information Quality)
0IQM_INSPCTT,D,TEXT,0VERIFICATION,,,D,RS_TCO_IQM_INSPECTION_TYPE,ROTEXTSTR1,SAP,18.07.2012,14:01:02,IQM Inspection Type,IQM Inspection Type - Texts,Inspection Type (Information Quality)
0TB_DEANALYSIS_ATTR,D,ATTR,0TB,,,F1,RS_TBBW_ODS15_ATTR,RSTBBW_STR_ODS15_XTR,SAP,27.07.2005,15:51:25,D&E Analysis,D&E Analysis,D&E Analysis
0TB_ACCT_FRAME_ATTR,D,ATTR,0TB,AIE,,F1,RS_TBBW_ODS11_ATTR,RSTBBW_STR_ODS11_XTR,SAP,21.08.2003,12:20:36,Extractor:Acct Mast.,Extractor: Account Master,Extractor: Account Master
0TB_ACCT_LIM_ATTR,D,ATTR,0TB,,,F1,RS_TBBW_ODS05_ATTR,RSTBBW_STR_ODS05_XTR,SAP,16.02.2003,18:50:44,Acct Master + Limit,Account Master Data and Limits,Account Master Data and Limits
0TCTRQCSTA_TEXT,D,TEXT,TCT-MON-IO,,,D,RS_REQSTATUS,ROTEXTSTR1,SAP,18.07.2012,14:01:39,Request Status,Texts for Request Status in InfoCube,Texts for Status of Data Request in InfoCube
0SPL_SFA_FILLC_TXT,D,TEXT,0SPL_IO,,,D,RS_BCT_SPL_SFA_DFILLC,ROTEXTSTR1,SAP,08.07.2005,16:48:23,SF Category,Service Fill Category,Service Fill Category
0HR_PA_PA_1,D,TRAN,DM,,,F1,RS_BCT_PA_GET_DATA,RSBCTPA_0HR_PA_PA_1,SAP,27.02.2002,15:09:30,Headcount,Headcount,Headcount
0CB_RF_HIER,D,HIER,0BCT_CB_IO,,,F1,RS_BCT_CB_RF_HIERARCHY_TRANSFE,ROSHIENODE,SAP,13.04.2011,15:56:22,Role Folder Hier.,Role Folder Hierarchy DataSource,Role Folder Hierarchy DataSource
0CB_IS_HIER,D,HIER,0BCT_CB_IO,,,F1,RS_BCT_CB_IS_HIERARCHY_TRANSFE,ROSHIENODE,SAP,13.04.2011,15:56:21,InfoSource Hier.,InfoSource Hierarchies,InfoSource Hierarchies
0CB_IP_HIER,D,HIER,0BCT_CB_IO,,,F1,RS_BCT_CB_IP_HIERARCHY_TRANSFE,ROSHIENODE,SAP,13.04.2011,15:56:19,InfoProvider Hier.,InfoProvider Hierarchies,InfoProvider Hierarchies
0CB_WT_TEXT,D,TEXT,0BCT_CB_IO,,,F2,RS_BCT_CB_EXTRACT_WT_TEXT,RSBCTCB_WT_TXT,SAP,13.04.2011,15:56:23,Workbook/Templ. Text,Workbook/Template Text,Workbook/Template Text
0CB_WT_ATTR,D,ATTR,0BCT_CB_IO,,,F2,RS_BCT_CB_EXTRACT_WT_ATTR,RSBCTCB_WT_ATTR,SAP,13.04.2011,15:56:23,WB/Tmpl Attribute,Workbook/Template Attribute,Workbook/Template Attribute
0CB_VQ_TEXT,D,TEXT,0BCT_CB_IO,,,F2,RS_BCT_CB_EXTRACT_VQ_TEXT,RSBCTCB_VQ_TXT,SAP,13.04.2011,15:56:23,View/Query Text,View/Query Text,View/Query Text
