Compute ID ,Version,Provider For Query ,GENUNIID,Component Type ,Query ID,Object Status,READMODE,ABAP Code,Created By ,Generation Time ,Generation Date (Last Execution Time),Last Used By ,Definition Changed Time ,Last Chnaged Date,Last Change Of Query Runtime Obj
0U3T5KC0JO5MOXHJWIW1XG3QZ,D,0CSALMC02,,REP,0CSALMC02_Q0005,ACT,H,GP6OIO198AMRA85OZ7G1YXHJI5K,SAP,"2,00,20,21,80,84,319",20020218,SAP,"2,00,20,21,80,85,308",20020218,0
6PHNOATW5K729JNDOEK3WJ963,D,0CSALMC02,,REP,0CSALMC02_Q0002,ACT,H,GPCYB8SGXMA14BWX1EOAGM9PMWA,SAP,"2,00,90,61,51,20,723",20090615,SAP,"2,00,90,61,10,70,945",20090611,"2,00,90,61,51,20,723"
BBUNQPX8F1I4BMT9WR2G2WP5Q,D,0CSALMC02,,REP,0CSALMC02_Q0001,ACT,H,GPB0QOE6YMZ0008GGV3AT067BCX,SAP,"2,00,21,01,41,34,416",20021014,SAP,"2,00,21,02,91,24,014",20021029,0
3X85QLOSQGZH41QQ12CDHICCG,D,0CSALMC02,,REP,0CSALMC02_ Q0103,ACT,H,GP1LTBD9G42HQL569IJ9SUA2SYR,SAP,"2,01,00,13,00,01,135",20100130,SAP,"2,01,00,12,11,44,817",20100121,"2,01,00,13,00,01,135"
3X892302OHSXP00OEYEG57T34,D,0CSALMC02,,REP,0CSALMC02_ Q0102,ACT,H,GPF1LW797DN97TXVWSA1WVPJ7DV,SAP,"2,01,00,13,00,01,133",20100130,SAP,"2,01,00,12,11,44,838",20100121,"2,01,00,13,00,01,133"
3X891MCXLIRNC5VNRTBUCYL8G,D,0CSALMC02,,REP,0CSALMC02_ Q0101,ACT,H,GPDDXK1YAR8KH1X2T2BM284H6W3,SAP,"2,01,00,13,00,01,130",20100130,SAP,"2,01,00,12,11,44,910",20100121,"2,01,00,13,00,01,130"
3X8A58IPUPF2PNFC5AO942VI8,D,0CSALMC02,,REP,0CSALMC02_ Q0100,ACT,H,GPBQ97WNE4TVQ9W9PCD67KJF6EB,SAP,"2,01,00,13,00,01,119",20100130,SAP,"2,01,00,12,11,45,033",20100121,"2,01,00,13,00,01,119"
4JD34MNLGU0M04SND3N8GDITA,D,0CSALMC01,,REP,0CSALMC01_Q010,ACT,H,GPCB9JXYEDK1UVYBL6H992L1DRQ,SAP,"2,00,21,20,21,24,436",20021202,SAP,"2,00,21,20,21,24,509",20021202,0
1FUUFK1KTTWYZGYQKGCT9AXRP,D,0CSALMC01,,REP,0CSALMC01_Q001,INA,H,GPEZK0GV772VSB0O0LM96YGYVF7,SAP,"2,00,30,60,51,14,612",20030605,SAP,"2,00,30,73,01,22,235",20030730,0
3X8X5YLJCE6HSM2FXE4TN3K74,D,0CSALMC01,,REP,0CSALMC01_ Q0100,ACT,H,GPDZ9Q5NPXZEOKVMBC0GAI1KOBN,SAP,"2,01,00,20,20,94,150",20100202,SAP,"2,00,90,30,91,73,837",20090309,"2,01,00,20,20,95,602"
9YN2G0MT76HC5WOTNMD766MEU,D,0SAL_DS01,,REP,0CSAL_DS01_Q004,ACT,H,GPAWFWIIDW1ZL2LUGHF1WJBDYWM,SAP,"2,00,30,13,01,42,352",20030130,SAP,"2,00,30,13,01,50,436",20030130,0
5G3CN9E1U1ZZZGC665UI3GIOM,D,0CSAL_C12,,REP,0CSAL_C12_Q002,ACT,H,GP5VLR6HX0OEICM8H9YHJ5VFONR,SAP,"2,00,50,72,71,01,556",20050727,SAP,"2,00,50,63,01,70,426",20050630,"2,00,50,72,71,01,556"
6C2U0X8VUYRJAXQ6XHJ8BYV86,D,0CSAL_C12,,REP,0CSAL_C12_Q001,INA,H,GP948DTUYUVPXKW3MZCZSYBIEMU,SAP,"2,00,50,63,01,70,713",20050630,SAP,"2,00,50,63,01,62,939",20050630,"2,00,50,63,01,70,713"
BQ07JH6SU41YULNW7W6IJOHTT,D,0CSAL_C09,,REP,0CSAL_C09_Q0101,ACT,H,GP6KOXAUVTYU1PAF812MK2B97HM,SAP,"2,00,90,71,30,92,242",20090713,SAP,"2,00,90,12,11,51,949",20090121,"2,00,90,71,30,92,242"
3ZHK0TEPEU5Z67ID7P3KPR63V,D,0CSAL_C07,,REP,0CSAL_C07_Q0201,ACT,H,GP0AK5WVE9Y95MPRNVWMMKTUB6Y,SAP,"2,00,90,11,50,91,851",20090115,SAP,"2,00,40,12,71,42,046",20040127,"2,00,90,11,50,91,851"
6CSSFAH3YQXJ19X9ZJHETLGGI,D,0CSAL_C07,,REP,0CSAL_C07_Q0151,INA,H,GP1FOPK3H28SWZSMM0SY9805RPU,SAP,"2,00,30,21,91,45,817",20030219,SAP,"2,00,30,81,41,55,822",20030814,0
CSSVB6ULSEITFMLTMIA86O9EA,D,0CSAL_C07,,REP,0CSAL_C07_Q0150,INA,H,GP39L9VH56FNGCVPYZEA4WM5WXO,SAP,"2,00,30,31,91,35,016",20030319,SAP,"2,00,30,81,41,55,607",20030814,0
45XTWRKM86D6XWNO547I4AZZE,D,0CSAL_C07,,REP,0CSAL_C07_Q0107,INA,H,GP75CV97K7KW8F78YD5VH4A6SRN,SAP,"2,00,90,20,61,82,254",20090206,SAP,"2,00,90,12,11,51,135",20090121,"2,00,90,20,61,82,254"
8JJ2QBM9IY08PFKZ9MI5327ED,D,0CSAL_C07,,REP,0CSAL_C07_Q0106,INA,H,GP5HZMA6VB5PRUXY0WWY29QUKH6,SAP,"2,00,90,20,51,01,641",20090205,SAP,"2,00,90,12,11,51,053",20090121,"2,00,90,20,51,01,641"
9DMMEH6UMDOMQHAK2S5ENQ1XO,D,0CSAL_C07,,REP,0CSAL_C07_Q0105,ACT,H,GPCB7B6W3ALUUS2CXOJLQ21J9RE,SAP,"2,00,90,11,50,91,844",20090115,SAP,"2,00,20,81,61,32,623",20020816,"2,00,90,11,50,91,844"
6LGHFV0Y5FV3ZEQ62TTT2ITE4,D,0CSAL_C07,,REP,0CSAL_C07_Q0104,ACT,H,GPBHD548MZEIHE1YDTKDSQ909II,SAP,"2,00,90,11,50,91,842",20090115,SAP,"2,00,20,83,00,94,311",20020830,"2,00,90,11,50,91,842"
C16F42ATCWTNOZ0G7PA96UQFG,D,0CSAL_C07,,REP,0CSAL_C07_Q0103,ACT,H,GPDYVNC6ZX0JLK361EI1KPMLA96,SAP,"2,00,90,11,50,91,849",20090115,SAP,"2,00,20,83,00,94,220",20020830,"2,00,90,11,50,91,849"
55B365RECZYPVFDXWQ3TE34B9,D,0CSAL_C07,,REP,0CSAL_C07_Q0102,ACT,H,GP7QP15BTX1H6RB1ZALBLTXE78J,SAP,"2,00,90,20,61,81,924",20090206,SAP,"2,00,90,12,11,50,758",20090121,"2,00,90,20,61,81,924"
3WJU26KXJZEMUTK5FW7TPALXX,D,0CSAL_C07,,REP,0CSAL_C07_Q0101,ACT,H,GPANIZ1L6O76401JTYL5VEGH99M,SAP,"2,00,90,11,50,91,840",20090115,SAP,"2,00,30,70,31,90,229",20030703,"2,00,90,11,50,91,840"
0EQJS8KYY0KPCO9CV1UQVPLPF,D,0CSAL_C05,,REP,0CSAL_C05_Q3031,INA,H,,SAP,0,0,SAP,"2,00,90,61,62,31,007",20090616,0
1G0JSINA5X40RKL0DI1JZZWA9,D,0CSAL_C05,,REP,0CSAL_C05_Q0403,INA,H,,SAP,0,0,SAP,"2,00,60,80,41,62,750",20060804,0
72T8NQJLLW05RPAAI06RO96I9,D,0CSAL_C05,,REP,0CSAL_C05_Q0401,ACT,H,GP02OD4TI3NN2VJY16WT2RPJJ8X,SAP,"2,00,61,22,01,12,239",20061220,SAP,"2,00,60,80,41,62,646",20060804,"2,00,61,22,01,12,239"
BQC5QHYBB1ZQSRJ67WYOIIXEA,D,0CSAL_C05,,REP,0CSAL_C05_Q0103,ACT,H,GP2E7ALXTO5N0WDWCJ0A0MQPREE,SAP,"2,00,30,20,60,12,426",20030206,SAP,"2,00,30,21,40,01,704",20030214,0
8VDJALESO39A9H17A99ECFEKY,D,0CSAL_C05,,REP,0CSAL_C05_Q0102,ACT,H,GP9FQJ6C2MZOK3DRCARQ0MQC0TM,SAP,"2,00,90,82,70,83,933",20090827,SAP,"2,00,30,70,20,13,459",20030702,"2,00,90,82,70,83,933"
2TZG6PE8R5OVLYFXL2Y0FFS7M,D,0CSAL_C05,,REP,0CSAL_C05_Q0101,ACT,H,GP8JRMYCNQEYG186LVKUDS3HDEY,SAP,"2,00,90,82,70,83,931",20090827,SAP,"2,00,30,70,20,13,336",20030702,"2,00,90,82,70,83,931"
C8UMY3T51YSIMZP0V2UGKWFPU,D,0CSAL_C05,,REP,0CSAL_C05_Q0100,INA,H,GP7JJAFPBN3GUMS9IBYNBVRZFOQ,SAP,"2,00,90,82,70,83,928",20090827,SAP,"2,00,30,70,20,13,207",20030702,"2,00,90,82,70,83,928"
0I6TCPBN0K3S1RP1R1444VWTU,D,0CSAL_C05,,REP,0CSAL_C05_Q0008,INA,H,,SAP,0,0,SAP,"2,00,21,11,42,21,905",20021114,0
3268IIV9WSQ3V2PUOZACPX0IN,D,0CSAL_C05,,REP,0CSAL_C05_Q0005,ACT,H,GP7IOQ560QQI5621CO4CE2PZP1X,SAP,"2,00,21,00,21,42,402",20021002,SAP,"2,00,21,00,80,95,650",20021008,0
CZHVP644JXAWSXVAJFCS7KAFJ,D,0CSAL_C05,,REP,0CSAL_C05_Q0004,ACT,H,GP3DLRMAEMSGEOYIYIPC047AAMK,SAP,"2,00,21,00,81,41,926",20021008,SAP,"2,00,21,00,81,44,608",20021008,0
C5SXRUSC5X1YAX74LGMZIU83J,D,0CSAL_C05,,REP,0CSAL_C05_Q0003,ACT,H,GP1LI7CJT8AJTDXLKFPMH5WZOLD,SAP,"2,00,20,80,71,54,002",20020807,SAP,"2,00,20,80,91,25,443",20020809,0
CWUDD1CB7WLLG7CXWWT32N2I1,D,0CSAL_C05,,REP,0CSAL_C05_Q0002,INA,H,GPBU0FRGKCIWYMVICG19FYJKHM2,SAP,"2,00,90,20,51,01,505",20090205,SAP,"2,00,40,20,41,60,201",20040204,"2,00,90,20,51,01,505"
2DKNH3D3JTJ60K0RZ905YFNLY,D,0CSAL_C05,,REP,0CSAL_C05_Q0001,INA,H,,SAP,0,0,SAP,"2,00,11,02,41,23,031",20011024,0
57I6SK51BOIKGZTNCQ6Z0B89H,D,0CSAL_C04,,REP,0CSAL_C04_Q009,INA,H,GP77PZGZD2PV0CSHRK5L6I6KH0Q,SAP,"2,00,90,20,51,01,129",20090205,SAP,"2,00,20,81,61,14,806",20020816,"2,00,90,20,51,01,129"
62T8TEV3QXPABQJEJWO08XD5B,D,0CSAL_C04,,REP,0CSAL_C04_Q0071,ACT,H,GPB2ZVU7L3M0VK8BJFUUYQWQJ98,SAP,"2,00,30,41,01,10,127",20030410,SAP,"2,00,30,41,51,24,650",20030415,0
CGBIUV5P9G5WJGJ6VF029HQCQ,D,0CSAL_C04,,REP,0CSAL_C04_Q0012,INA,H,GPETKKS5LG4PSQABTNDRCZYFGRU,SAP,"2,00,40,20,22,05,338",20040202,SAP,"2,00,40,20,22,05,300",20040202,"2,00,40,20,22,05,338"
84QI1M0D4L2Y1X87CC8URVRMY,D,0CSAL_C04,,REP,0CSAL_C04_Q0011,INA,H,GPCT9VJEF7P3DEDQ7USAEDIBNAJ,SAP,"2,00,40,20,41,85,842",20040204,SAP,"2,00,40,22,41,62,933",20040224,"2,00,40,22,41,62,943"
2U8U8WQUOIODU4LHNOG9D3AYP,D,0CSAL_C04,,REP,0CSAL_C04_Q0010,ACT,H,GPCXEOT3E7PA0PJGJSE4EKFR86I,SAP,"2,00,90,82,70,83,312",20090827,SAP,"2,00,50,52,02,05,215",20050520,"2,00,90,82,70,83,312"
5781UB8AV748VUBA0L661EANT,D,0CSAL_C04,,REP,0CSAL_C04_Q0008,INA,H,GP2F35H2IZLY015L02X8R3YDD0Q,SAP,"2,00,90,20,51,01,121",20090205,SAP,"2,00,20,81,50,84,422",20020815,"2,00,90,20,51,01,121"
1I48UKYTYL0B5NQRRPDJ1K8S9,D,0CSAL_C04,,REP,0CSAL_C04_Q0007,ACT,H,GP7JH1W373Z773KF9RCO8AKM7IR,SAP,"2,00,30,72,51,21,159",20030725,SAP,"2,00,30,80,11,24,939",20030801,0
1P303XRP8GQWGH26TSIXLJNES,D,0CSAL_C04,,REP,0CSAL_C04_Q0006,INA,H,GPAZUR65P3A7EECIWCL92EHTUVP,SAP,"2,00,20,70,11,44,529",20020701,SAP,"2,00,30,21,81,64,926",20030218,0
BOROZXPO24TRZP540BZCIKPAW,D,0CSAL_C04,,REP,0CSAL_C04_Q0005,ACT,H,GP43GKYGFMZGUYKKPIKIZSWAL12,SAP,"2,00,30,21,31,23,916",20030213,SAP,"2,00,30,21,81,64,744",20030218,0
5NA21KVIR594Y3VPLU8X5TG7D,D,0CSAL_C04,,REP,0CSAL_C04_Q0004,INA,H,GPB4ERC6VV9M2RFQHNERAN96CC6,SAP,"2,00,30,22,11,00,330",20030221,SAP,"2,00,30,41,51,24,811",20030415,0
9QBVH2NTT4KEG1P8E8DCGRNM1,D,0CSAL_C04,,REP,0CSAL_C04_Q0003,ACT,H,GP9O533TS3HEAQVWPCNSJ54U2LL,SAP,"2,00,40,20,41,54,256",20040204,SAP,"2,00,40,12,21,52,653",20040122,"2,00,40,20,41,54,256"
BJOM5NCZ2DUQK46BJ0AGBWY89,D,0CSAL_C04,,REP,0CSAL_C04_Q0002,INA,H,GPCTOY6J8OI5NVK7ZLFHPM6LXL8,SAP,"2,00,20,81,61,33,415",20020816,SAP,"2,00,30,21,81,64,515",20030218,0
B7DBRSDDAHVLYEDJIXEM18ZT5,D,0CSAL_C04,,REP,0CSAL_C04_Q0001,ACT,H,GP3NTF7Z3GL79PTV5RFI30FBGTY,SAP,"2,00,30,21,11,32,738",20030211,SAP,"2,00,30,21,81,64,326",20030218,0
C19UTDOM8A83OX8CDWY1WQT2V,D,0CSAL_C03,,REP,0CSAL_C03_RFM_Q01,INA,H,GP0TLGUHUF382MP89OXTV5Y4Y37,SAP,"2,00,30,62,51,30,303",20030625,SAP,"2,00,30,71,41,05,258",20030714,0
F0EV64FI57LCEO3D2V0U58Q57,D,0CSAL_C03,,REP,0CSAL_C03_Q5010,ACT,H,GPCHYTFPOORHLXA51NC50C8TYQN,SAP,"2,00,50,72,71,23,309",20050727,SAP,"2,00,50,71,91,81,820",20050719,"2,00,50,72,71,23,309"
1RN85VGVK2VZDECHGQKC82UY2,D,0CSAL_C03,,REP,0CSAL_C03_Q3015,INA,H,,SAP,0,0,SAP,"2,00,90,92,90,93,117",20090929,0
9DDHG2PU0HIK0571212WMAY3V,D,0CSAL_C03,,REP,0CSAL_C03_Q3014,INA,H,,SAP,0,0,SAP,"2,00,90,40,10,81,949",20090401,0
D9IQ08MJFX5HZFB34MJLC9AJC,D,0CSAL_C03,,REP,0CSAL_C03_Q0110,ACT,H,GPDFY3LY0ARL5HO0RHYGZ8Z2S2G,SAP,"2,00,50,42,51,82,016",20050425,SAP,"2,00,50,42,51,81,719",20050425,"2,00,50,42,51,82,016"
D77VGYDLBLST2TGVA2TWM2B9V,D,0CSAL_C03,,REP,0CSAL_C03_Q0102,ACT,H,GP70339FD4JKKA47HWZUJO1GASV,SAP,"2,00,30,90,50,85,428",20030905,SAP,"2,00,30,90,50,90,721",20030905,0
67NGVWOB49D50RIF5YIQLJE6R,D,0CSAL_C03,,REP,0CSAL_C03_Q0101,ACT,H,GP6EEC4C1BSD3E15SZC49LM7N9V,SAP,"2,00,30,90,50,85,922",20030905,SAP,"2,00,30,90,50,90,620",20030905,0
8A2KLP6CR5JKN0XRPDZXP5LZM,D,0CSAL_C03,,REP,0CSAL_C03_Q0100,ACT,H,GP8ZB3L5B221T6296ECRGEPUP6K,SAP,"2,00,30,20,41,24,707",20030204,SAP,"2,00,30,32,51,55,927",20030325,0
85Y0CRKJ14N2SRT82DRQ7A8WL,D,0CSAL_C03,,REP,0CSAL_C03_Q009,INA,H,GP8C9L0UVBLE92EDLBHEM2UHJ56,SAP,"2,00,90,20,51,01,453",20090205,SAP,"2,00,21,00,81,23,145",20021008,"2,00,90,20,51,01,453"
B08KOABJ2KI9VQTZQ9Z2UUHLH,D,0CSAL_C03,,REP,0CSAL_C03_Q008,INA,H,GP7IFEY7F0E1VODZ1GI6OR1YIWA,SAP,"2,00,90,20,51,01,451",20090205,SAP,"2,00,40,12,90,95,235",20040129,"2,00,90,20,51,01,451"
588I07V2ZY4571FXUGNOAO5GV,D,0CSAL_C03,,REP,0CSAL_C03_Q0011,ACT,H,GPC4FJ1EOWB75E7KSEEB7N19H2N,SAP,"2,00,30,70,90,83,415",20030709,SAP,"2,00,30,70,90,84,524",20030709,0
CGB1VDTHKQV5ULKZAQT8AKGN5,D,0CSAL_C03,,REP,0CSAL_C03_Q0010,ACT,H,GP6JAXX1ZJRZ98CCESCG9ZGHHYI,SAP,"2,00,90,82,70,83,926",20090827,SAP,"2,00,30,70,20,15,020",20030702,"2,00,90,82,70,83,926"
DRRMQZPE6Q1DXBFLU066R1JF6,D,0CSAL_C03,,REP,0CSAL_C03_Q0009,ACT,H,GP5NC1P2KN79566ROD5KN4TMUJU,SAP,"2,00,90,82,70,83,924",20090827,SAP,"2,00,40,12,10,00,118",20040121,"2,00,90,82,70,83,924"
1E04TTIL790Z9W42JPA4B9QVG,D,0CSAL_C03,,REP,0CSAL_C03_Q0008,ACT,H,GPABPFEBHJKEO5JC2PYLNHD6O8A,SAP,"2,00,90,82,70,83,935",20090827,SAP,"2,00,50,61,32,13,309",20050613,"2,00,90,82,70,83,935"
8FDSE649R7SKT6KXGBIVJ0ULB,D,0CSAL_C03,,REP,0CSAL_C03_Q0007,ACT,H,GPB7OBMAWG54S7OWT55HAC01BMY,SAP,"2,00,90,82,70,83,937",20090827,SAP,"2,00,31,10,41,92,443",20031104,"2,00,90,82,70,83,937"
CI3IV77ZWT6SL7H2Z1GGQ3EK9,D,0CSAL_C03,,REP,0CSAL_C03_Q0006,ACT,H,GP1DF9T5XVTXLPE6XPIXZU593EH,SAP,"2,00,20,32,21,02,738",20020322,SAP,"2,00,20,32,21,02,938",20020322,0
7J493I67G6MRM1TERFYA7EVLL,D,0CSAL_C03,,REP,0CSAL_C03_Q0005,ACT,H,GP9WTRHE2DG2RFYPQPQ4AKKK218,SAP,"2,00,20,80,91,43,422",20020809,SAP,"2,00,20,80,91,43,939",20020809,0
BRIAWIUKQZU01JQPRJXUKVWPN,D,0CSAL_C03,,REP,0CSAL_C03_Q0004,ACT,H,GP0SGDV6OHED0PAGM2EBQZHKT27,SAP,"2,00,50,72,71,24,622",20050727,SAP,"2,00,50,71,20,14,407",20050712,"2,00,50,72,71,24,622"
28E4QUWCXNJNRK0ZH2DMUZ4AH,D,0CSAL_C03,,REP,0CSAL_C03_Q0003,ACT,H,GPD1GQRZ25P9TNSAYLIJQBFNDWQ,SAP,"2,00,90,42,20,80,842",20090422,SAP,"2,00,90,31,71,64,257",20090317,"2,00,90,42,20,80,842"
13U2AO9XORPN5R944C9BQ54BG,D,0CSAL_C03,,REP,0CSAL_C03_Q0002,INA,H,GPBDOLHC14YKS6A71VBVEUQ5REK,SAP,"2,00,30,12,42,21,212",20030124,SAP,"2,00,30,41,51,25,633",20030415,0
CCX7O5ZSYPYXUDNTOAP58GSW3,D,0CSAL_C03,,REP,0CSAL_C03_Q0001,ACT,H,GP649I7W4H6HUI9LRNW9ZQLFGYX,SAP,"2,00,40,20,41,54,241",20040204,SAP,"2,00,40,12,70,93,752",20040127,"2,00,40,20,41,54,241"
A60BS6TSYXF5Z9BRU34UU0AKY,D,0CSAL_C02,,REP,0CSAL_C02_Q0208,ACT,H,GP3EFCMRZH7JBJMGYJGAJWA5D6A,SAP,"2,00,30,21,10,82,050",20030211,SAP,"2,00,30,32,12,33,743",20030321,0
5JRZ0P8ZS1BUL4U5SFNSWQR2Q,D,0CSAL_C02,,REP,0CSAL_C02_Q0108,ACT,H,GP9UMPUDOB6PNSY5FOM6HZAPLWQ,SAP,"2,00,90,82,70,83,731",20090827,SAP,"2,00,51,02,10,00,619",20051021,"2,00,90,82,70,83,731"
9SD9BEJA8NDJ8ONWKBBM0WNED,D,0CSAL_C02,,REP,0CSAL_C02_Q002,ACT,H,GP3XI87PWPPZSKVZTMVPAVQLE3T,SAP,"2,00,40,13,00,82,556",20040130,SAP,"2,00,31,20,91,63,312",20031209,"2,00,40,13,00,82,556"
4VXU649WILT198JAN7F9JDX9M,D,0CSAL_C02,,REP,0CSAL_C02_Q0012,ACT,H,GP43JJXLW84KX5NTEQ5SKYWE7LR,SAP,"2,00,61,02,21,05,421",20061022,SAP,"2,00,40,40,11,23,905",20040401,"2,00,61,02,21,05,421"
CU5DR9SM3J2SBQ01ABOR15SDU,D,0CSAL_C02,,REP,0CSAL_C02_Q0011,ACT,H,GP4R35JC14W40WCPGFUHGI564YA,SAP,"2,00,30,13,01,63,207",20030130,SAP,"2,00,30,13,01,71,600",20030130,0
30CT64A2E63GH7QTYZZV7GZQQ,D,0CSAL_C02,,REP,0CSAL_C02_Q0010,ACT,H,GP9Q3V6TDIBAL0AHD6HMMB6SXOY,SAP,"2,00,30,13,01,70,751",20030130,SAP,"2,00,30,13,01,71,159",20030130,0
6OBQ1SSO9P4WVM9TXNQOGRAYX,D,0CSAL_C02,,REP,0CSAL_C02_Q001,ACT,H,GPC45ZSK36L41FE90V2QMI0UQTO,SAP,"2,00,20,72,41,00,453",20020724,SAP,"2,00,20,80,71,53,426",20020807,0
DNHXFM79VBO14552RE4DDQQTO,D,0CSAL_C02,,REP,0CSAL_C02_Q0009,ACT,H,GPAOGVX14ME216YJZJLEFB38M5M,SAP,"2,00,90,82,70,83,733",20090827,SAP,"2,00,30,41,51,95,321",20030415,"2,00,90,82,70,83,733"
AIL8A1U72UED8YWT0VZB8377W,D,0CSAL_C02,,REP,0CSAL_C02_Q0008,ACT,H,GPBIB1ZOKXLEEKYYJEKMCMVRMEI,SAP,"2,00,90,82,70,83,735",20090827,SAP,"2,00,51,02,10,02,506",20051021,"2,00,90,82,70,83,735"
94IVIAGE5YDLMDSOVDD3K6MRZ,D,0CSAL_C02,,REP,0CSAL_C02_Q0007,INA,H,,SAP,0,0,SAP,"2,00,20,42,60,85,952",20020426,0
5E8TDXJHY10CRAL4X5VCPUGNJ,D,0CSAL_C02,,REP,0CSAL_C02_Q0006,INA,H,,SAP,0,0,SAP,"2,00,20,42,60,81,649",20020426,0
DKQ89Y7KIPI1AY0O0HX1LZA0P,D,0CSAL_C02,,REP,0CSAL_C02_Q0005,ACT,H,GPE94ZO7OR0AHG3NQJXDA6MNHIX,SAP,"2,00,20,42,51,65,803",20020425,SAP,"2,00,20,42,60,70,639",20020426,0
67EZHL5KDSNEY5PZFMZOS0UZ3,D,0CSAL_C02,,REP,0CSAL_C02_Q0004,ACT,H,GP6V7L92Q2R1SC1QXP784P1SNA7,SAP,"2,00,20,42,60,71,526",20020426,SAP,"2,00,20,42,60,71,746",20020426,0
4MUOH40NE7MJEUPQ215ALZ9WF,D,0CSAL_C02,,REP,0CSAL_C02_Q0003,INA,H,GPD73L4M58P0CO143D9AQ42MXRT,SAP,"2,00,20,41,21,35,824",20020412,SAP,"2,00,20,41,51,41,136",20020415,0
15LW6WBKJMU8IQISRRO0WXL1R,D,0CSAL_C02,,REP,0CSAL_C02_Q0001,ACT,H,GP43JJR5BM0VMJPCJDHHP6GX33Z,SAP,"2,00,61,02,21,05,041",20061022,SAP,"2,00,60,92,70,82,006",20060927,"2,00,61,02,21,05,041"
CL4TO7QE7J78JCYYWT5T63CT3,D,0CSAL_C01,,REP,0CSAL_C01_Q0103,ACT,H,GP55OW973QDE6TRH77ASC8THELF,SAP,"2,01,00,13,00,01,143",20100130,SAP,"2,01,00,11,91,23,553",20100119,"2,01,00,13,00,01,143"
99KNMXJGD31SGMNQBA4LX8WWM,D,0CSAL_C01,,REP,0CSAL_C01_Q0100,ACT,H,GP3I0K3W73YPG1QO3HCCHL8FE3N,SAP,"2,01,00,13,00,01,139",20100130,SAP,"2,01,00,12,11,42,513",20100121,"2,01,00,13,00,01,139"
7XHU6CWKKGOHYHTGWWU6U7YFK,D,0CSAL_C01,,REP,0CSAL_C01_Q0032,INA,H,GP1JKFW5CSCRDOWLJHB3RX9H8A2,SAP,"2,00,90,20,51,04,414",20090205,SAP,"2,00,60,50,50,65,757",20060505,"2,00,90,20,51,04,414"
4XTNESXK8K463L14RK2PXR9DD,D,0CSAL_C01,,REP,0CSAL_C01_Q0031,INA,H,GP12JSOPMT25E686RDAKYM6REP6,SAP,"2,00,90,11,50,93,738",20090115,SAP,"2,00,60,50,90,93,457",20060509,"2,00,90,11,50,93,738"
1NDLO4FXP6ZBO05M6JTHHFOW9,D,0CSAL_C01,,REP,0CSAL_C01_Q0026,ACT,H,GP28W96LXUU0BXGZNNL9B0WV8KX,SAP,"2,00,60,80,70,83,753",20060807,SAP,"2,00,60,20,81,50,958",20060208,"2,00,60,80,70,83,753"
6THYYXTP44EQD7LIDDL79ZYYX,D,0CSAL_C01,,REP,0CSAL_C01_Q0025,ACT,H,GP3K5IT7B02N8J0GVBLSY5PFSXD,SAP,"2,00,61,01,20,71,537",20061012,SAP,"2,00,60,21,30,82,849",20060213,"2,00,61,01,20,71,537"
28IT5Z7GRTNNZRV3NEA9AMMXF,D,0CSAL_C01,,REP,0CSAL_C01_Q0024,ACT,H,GP5N72TM68G1BG62NEIHV74O14F,SAP,"2,00,30,70,11,05,626",20030701,SAP,"2,00,30,70,11,14,255",20030701,0
3XKDGWTM681B8KJHOIYHV7F6A,D,0CSAL_C01,,REP,0CSAL_C01_Q0023,ACT,H,GPEI6YI4KFB0AP9D4L5XO9NFW8I,SAP,"2,00,30,22,70,75,512",20030227,SAP,"2,00,30,30,30,73,025",20030303,0
9YFBCHX9O6NPAHFG1P5EETFO5,D,0CSAL_C01,,REP,0CSAL_C01_Q0022,ACT,H,GPEYLF9Y6L5LUPRXPVPD5C2T6Z9,SAP,"2,00,20,90,61,84,240",20020906,SAP,"2,00,20,91,00,71,014",20020910,0
AUHT1LTTFWJCRW50F6NKYV4NG,D,0CSAL_C01,,REP,0CSAL_C01_Q0021,INA,H,GP34MYVRXMNVT3FU09TZS2QD5WQ,SAP,"2,00,90,20,51,00,912",20090205,SAP,"2,00,20,91,11,44,354",20020911,"2,00,90,20,51,00,912"
0E67K83YM1TDR3N0YCD6OZVPD,D,0CSAL_C01,,REP,0CSAL_C01_Q0020,ACT,H,GP92L6SGKC2JD0RK5YV8APPW7MB,SAP,"2,00,30,82,00,63,510",20030820,SAP,"2,00,30,82,01,01,449",20030820,0
5G81KJEKSZ3TIQ93XD5JR27KV,D,0CSAL_C01,,REP,0CSAL_C01_Q0019,ACT,H,GP3LNP7HHPL8CH82M8TZ8FORGOB,SAP,"2,00,90,42,41,52,257",20090424,SAP,"2,00,90,42,10,71,105",20090421,"2,00,90,42,41,52,257"
AOTFZFMKQHMJWGZ930MMVEHU7,D,0CSAL_C01,,REP,0CSAL_C01_Q0018,ACT,H,GPB9MY3FLV7JJLQ3YKD973W97RM,SAP,"2,00,30,13,02,10,537",20030130,SAP,"2,00,30,20,40,92,027",20030204,0
7WJ3AK8PK0RJH9GG8WGV0VHIX,D,0CSAL_C01,,REP,0CSAL_C01_Q0017,INA,H,GPAJ5SSWTOLBNPDJHGYDEWN7C8B,SAP,"2,00,40,11,91,65,545",20040119,SAP,"2,00,31,20,10,93,353",20031201,"2,00,40,11,91,65,545"
